czas_startu,Rzeczywista_Srednia_72h,Prognoza_Srednia_72h,Blad_Sredniej
2025-05-06 10:00:00,0.309600226481305,0.3137590987797022,0.0041588722983972315
2025-05-06 11:00:00,0.3094063430812597,0.2897210720520411,-0.019685271029218576
2025-05-06 12:00:00,0.3091361208034617,0.29412857678155035,-0.015007544021911345
2025-05-06 13:00:00,0.30952215018067186,0.29839229317283933,-0.011129857007832533
2025-05-06 14:00:00,0.3092449099782715,0.3164262890245534,0.0071813790462819105
2025-05-06 15:00:00,0.308995894243314,0.3052778048668009,-0.0037180893765130785
2025-05-06 16:00:00,0.30832123033024716,0.3078797495122466,-0.0004414808180005503
2025-05-06 17:00:00,0.3076170690601526,0.3158670258503249,0.008249956790172264
2025-05-06 18:00:00,0.30709638024476055,0.3059381848270738,-0.001158195417686747
2025-05-06 19:00:00,0.30672821404975387,0.3318698723109018,0.025141658261147948
2025-05-06 20:00:00,0.3064404184057312,0.3314010898110251,0.0249606714052939
2025-05-06 21:00:00,0.3060492516088706,0.32504736428012015,0.018998112671249567
2025-05-06 22:00:00,0.30548992456525786,0.30999212778846386,0.004502203223205992
2025-05-06 23:00:00,0.30512630742364644,0.31748164396459727,0.012355336540950834
2025-05-07 00:00:00,0.304716489156066,0.3339722812890431,0.029255792132977132
2025-05-07 01:00:00,0.30428518037402924,0.3268627299027968,0.02257754952876756
2025-05-07 02:00:00,0.30391654916445854,0.337454469832002,0.033537920667543464
2025-05-07 03:00:00,0.3036919044752229,0.33006330980970694,0.026371405334484066
2025-05-07 04:00:00,0.3038486584603388,0.3256644694725905,0.021815811012251662
2025-05-07 05:00:00,0.3041442851553432,0.3297342578020458,0.025589972646702597
2025-05-07 06:00:00,0.3044905939847954,0.3319282746947287,0.0274376807099333
2025-05-07 07:00:00,0.3045849125533728,0.3083340082243844,0.0037490956710116152
2025-05-07 08:00:00,0.3035641633849815,0.3176799815604198,0.014115818175438333
2025-05-07 09:00:00,0.3019767021803399,0.2992125714820851,-0.0027641306982548186
2025-05-07 10:00:00,0.29958407436119133,0.30648335920520486,0.006899284844013531
2025-05-07 11:00:00,0.2981071348827899,0.2969119247820562,-0.0011952101007337013
2025-05-07 12:00:00,0.296870159053786,0.3070050443192268,0.010134885265440818
2025-05-07 13:00:00,0.2963391447585665,0.29940542094597306,0.003066276187406569
2025-05-07 14:00:00,0.2957472525617599,0.31075368831186506,0.015006435750105185
2025-05-07 15:00:00,0.29552537370061,0.30838772993068725,0.012862356230077254
2025-05-07 16:00:00,0.2949163326336889,0.328109727256641,0.03319339462295212
2025-05-07 17:00:00,0.29436903016752913,0.3166764778661497,0.022307447698620586
2025-05-07 18:00:00,0.2939175208814209,0.32261053016985464,0.028693009288433713
2025-05-07 19:00:00,0.2939641818559744,0.32523884235209444,0.031274660496120044
2025-05-07 20:00:00,0.2938004936675383,0.32216688444666963,0.028366390779131334
2025-05-07 21:00:00,0.2937566734290413,0.321355116492833,0.027598443063791667
2025-05-07 22:00:00,0.2938133947120045,0.317921445827407,0.024108051115402485
2025-05-07 23:00:00,0.29374719518062886,0.31397444041390693,0.02022724523327807
2025-05-08 00:00:00,0.2940372647837804,0.30771650424179503,0.013679239458014636
2025-05-08 01:00:00,0.2944761936190248,0.30326000614637666,0.008783812527351886
2025-05-08 02:00:00,0.29490328651273257,0.309482401533433,0.014579115020700417
2025-05-08 03:00:00,0.2955478323252866,0.29844906404526805,0.0029012317199814674
2025-05-08 04:00:00,0.2960421362366458,0.3050386050277992,0.0089964687911534
2025-05-08 05:00:00,0.29694991315509456,0.3053122051249323,0.008362291969837732
2025-05-08 06:00:00,0.29782368500431095,0.31345824218428053,0.015634557179969588
2025-05-08 07:00:00,0.29950713402807566,0.2839022566329705,-0.015604877395105188
2025-05-08 08:00:00,0.30129195070250187,0.3010203492745808,-0.00027160142792104214
2025-05-08 09:00:00,0.3024638488357649,0.2957015817393091,-0.006762267096455776
2025-05-08 10:00:00,0.3030678769120121,0.2886977088232652,-0.014370168088746915
2025-05-08 11:00:00,0.3018317291389181,0.2886391214371674,-0.01319260770175068
2025-05-08 12:00:00,0.3019892316779127,0.28921071337600246,-0.012778518301910236
2025-05-08 13:00:00,0.3020216107725299,0.29695603676213744,-0.005065574010392482
2025-05-08 14:00:00,0.301769951725126,0.31954281610527185,0.01777286438014586
2025-05-08 15:00:00,0.3014776384400138,0.3124503109760865,0.010972672536072703
2025-05-08 16:00:00,0.30239421834950964,0.30937949988331265,0.006985281533803012
2025-05-08 17:00:00,0.30369459671727717,0.31503035869166485,0.011335761974387681
2025-05-08 18:00:00,0.3051680132770098,0.32190740310358495,0.016739389826575135
2025-05-08 19:00:00,0.30632730701374855,0.3172780015245107,0.010950694510762138
2025-05-08 20:00:00,0.30734442202181556,0.3188703219075298,0.01152589988571423
2025-05-08 21:00:00,0.3081173643503361,0.3206127297395913,0.01249536538925522
2025-05-08 22:00:00,0.3095467238440559,0.3040283242680323,-0.005518399576023625
2025-05-08 23:00:00,0.3114452744838432,0.3022836835287338,-0.009161590955109378
2025-05-09 00:00:00,0.3133691814749108,0.298107547425724,-0.01526163404918679
2025-05-09 01:00:00,0.3153329166303662,0.29402859413997645,-0.02130432249038977
2025-05-09 02:00:00,0.3172882461040325,0.2928386283623296,-0.0244496177417029
2025-05-09 03:00:00,0.31961831959744297,0.28102728117464204,-0.03859103842280093
2025-05-09 04:00:00,0.32177471959432913,0.28361058063934547,-0.03816413895498366
2025-05-09 05:00:00,0.3236948412563638,0.2857915243593857,-0.03790331689697807
