czas,temperatura,wilgotność,wiatr,opady,ciśnienie,zachmurzenie
2022-01-01 00:00:00,8.38,94.7,19.84,0.11,1012.42,100.0
2022-01-01 01:00:00,8.43,95.05,18.87,0.07,1012.96,100.0
2022-01-01 02:00:00,8.32,95.4,18.6,0.03,1013.45,100.0
2022-01-01 03:00:00,8.25,95.05,18.6,0.04,1014.0,100.0
2022-01-01 04:00:00,8.18,95.35,18.68,0.16,1014.46,100.0
2022-01-01 05:00:00,8.19,94.55,19.17,0.13,1014.98,100.0
2022-01-01 06:00:00,8.09,93.9,20.02,0.14,1015.5,100.0
2022-01-01 07:00:00,7.99,93.65,17.89,0.07,1016.27,100.0
2022-01-01 08:00:00,7.95,93.8,17.82,0.07,1017.0,100.0
2022-01-01 09:00:00,8.12,92.7,17.84,0.03,1017.68,100.0
2022-01-01 10:00:00,8.16,92.7,18.4,0.04,1018.3,100.0
2022-01-01 11:00:00,8.24,90.8,18.1,0.11,1018.84,100.0
2022-01-01 12:00:00,8.12,89.7,18.2,0.03,1019.33,100.0
2022-01-01 13:00:00,7.93,88.45,17.78,0.0,1019.96,100.0
2022-01-01 14:00:00,7.58,88.9,16.02,0.03,1020.8,100.0
2022-01-01 15:00:00,7.14,89.05,13.68,0.01,1021.64,100.0
2022-01-01 16:00:00,6.82,89.05,11.6,0.0,1022.38,100.0
2022-01-01 17:00:00,6.44,89.4,9.32,0.0,1022.75,100.0
2022-01-01 18:00:00,6.06,89.6,9.29,0.0,1023.26,100.0
2022-01-01 19:00:00,5.96,89.5,7.51,0.0,1023.68,100.0
2022-01-01 20:00:00,5.82,89.8,8.68,0.01,1024.04,100.0
2022-01-01 21:00:00,5.6,90.4,7.87,0.0,1024.05,100.0
2022-01-01 22:00:00,5.48,91.1,8.15,0.01,1023.9,100.0
2022-01-01 23:00:00,5.34,92.45,9.47,0.01,1023.52,100.0
2022-01-02 00:00:00,5.22,92.6,10.55,0.1,1022.94,100.0
2022-01-02 01:00:00,5.14,92.9,11.5,0.06,1022.36,100.0
2022-01-02 02:00:00,5.13,94.1,11.27,0.04,1021.48,100.0
2022-01-02 03:00:00,5.39,93.4,11.92,0.0,1020.54,100.0
2022-01-02 04:00:00,5.44,94.85,11.99,0.01,1019.44,100.0
2022-01-02 05:00:00,5.61,95.3,12.74,0.07,1018.53,100.0
2022-01-02 06:00:00,5.74,95.25,14.87,0.26,1017.54,100.0
2022-01-02 07:00:00,5.88,95.6,14.08,0.2,1016.64,100.0
2022-01-02 08:00:00,6.14,95.5,15.32,0.47,1015.78,100.0
2022-01-02 09:00:00,6.7,94.55,15.12,0.64,1014.91,100.0
2022-01-02 10:00:00,7.48,93.6,16.73,0.39,1013.91,100.0
2022-01-02 11:00:00,8.12,91.15,15.76,0.17,1012.7,100.0
2022-01-02 12:00:00,8.59,89.05,17.3,0.23,1011.65,100.0
2022-01-02 13:00:00,8.86,88.45,16.22,0.24,1010.71,100.0
2022-01-02 14:00:00,8.86,88.65,16.08,0.83,1010.0,100.0
2022-01-02 15:00:00,8.73,89.25,17.16,0.56,1009.09,100.0
2022-01-02 16:00:00,8.79,89.5,16.18,0.39,1008.21,100.0
2022-01-02 17:00:00,8.86,89.75,18.47,0.5,1007.32,100.0
2022-01-02 18:00:00,8.98,88.65,18.93,0.64,1006.54,100.0
2022-01-02 19:00:00,8.78,88.7,19.01,0.96,1005.76,100.0
2022-01-02 20:00:00,9.0,85.65,23.35,0.69,1005.1,1.0
2022-01-02 21:00:00,8.72,85.75,24.16,0.8,1004.56,18.0
2022-01-02 22:00:00,8.76,83.0,25.9,0.33,1004.4,65.0
2022-01-02 23:00:00,8.72,82.3,27.18,0.3,1004.42,97.0
2022-01-03 00:00:00,8.46,82.1,26.86,0.2,1004.35,66.0
2022-01-03 01:00:00,8.46,81.9,25.4,0.17,1004.21,25.0
2022-01-03 02:00:00,8.2,82.05,24.03,0.14,1004.04,55.0
2022-01-03 03:00:00,7.86,84.15,21.36,0.06,1003.82,53.0
2022-01-03 04:00:00,7.79,84.35,22.23,0.06,1003.53,94.0
2022-01-03 05:00:00,7.5,86.3,21.6,0.09,1003.39,100.0
2022-01-03 06:00:00,7.33,87.35,21.1,0.11,1003.36,100.0
2022-01-03 07:00:00,7.2,89.5,19.51,0.07,1003.66,100.0
2022-01-03 08:00:00,7.33,88.7,21.94,0.21,1003.9,100.0
2022-01-03 09:00:00,7.47,88.25,20.77,0.3,1004.12,100.0
2022-01-03 10:00:00,7.54,87.45,22.16,0.24,1004.18,100.0
2022-01-03 11:00:00,7.5,86.7,23.4,0.16,1004.26,100.0
2022-01-03 12:00:00,7.38,87.55,23.62,0.2,1004.2,100.0
2022-01-03 13:00:00,7.31,87.75,21.66,0.2,1004.36,100.0
2022-01-03 14:00:00,7.22,86.8,20.9,0.12,1004.68,88.0
2022-01-03 15:00:00,7.06,87.3,20.25,0.2,1004.98,100.0
2022-01-03 16:00:00,6.8,87.9,19.98,0.18,1005.16,56.0
2022-01-03 17:00:00,6.54,88.7,17.21,0.1,1005.21,16.0
2022-01-03 18:00:00,6.34,88.8,18.22,0.09,1005.09,11.0
2022-01-03 19:00:00,6.36,87.85,17.94,0.0,1004.87,25.0
2022-01-03 20:00:00,6.16,87.65,16.77,0.0,1004.6,3.0
2022-01-03 21:00:00,5.88,88.0,17.47,0.0,1004.4,3.0
2022-01-03 22:00:00,5.92,87.25,15.76,0.0,1004.16,6.0
2022-01-03 23:00:00,5.69,88.05,17.2,0.0,1003.82,3.0
2022-01-04 00:00:00,5.58,87.9,16.89,0.0,1003.4,22.0
2022-01-04 01:00:00,5.65,88.3,16.38,0.0,1002.98,15.0
2022-01-04 02:00:00,5.44,89.75,16.19,0.0,1002.42,12.0
2022-01-04 03:00:00,5.32,90.65,14.87,0.0,1001.84,0.0
2022-01-04 04:00:00,5.26,90.75,14.51,0.0,1001.25,70.0
2022-01-04 05:00:00,5.15,91.25,13.86,0.0,1000.82,100.0
2022-01-04 06:00:00,5.04,91.7,14.28,0.0,1000.28,100.0
2022-01-04 07:00:00,5.05,92.15,12.26,0.0,1000.04,100.0
2022-01-04 08:00:00,5.26,92.4,13.23,0.0,999.38,100.0
2022-01-04 09:00:00,5.54,92.15,13.72,0.0,998.65,100.0
2022-01-04 10:00:00,5.96,91.15,13.59,0.0,997.86,100.0
2022-01-04 11:00:00,6.32,90.35,12.92,0.01,996.92,100.0
2022-01-04 12:00:00,6.47,90.95,12.2,0.04,995.79,100.0
2022-01-04 13:00:00,6.42,92.1,13.05,0.04,994.84,100.0
2022-01-04 14:00:00,6.38,92.15,12.33,0.19,993.8,100.0
2022-01-04 15:00:00,6.35,92.95,12.06,0.27,993.1,100.0
2022-01-04 16:00:00,6.34,93.3,11.5,0.27,992.52,100.0
2022-01-04 17:00:00,6.43,92.7,13.0,0.31,992.0,100.0
2022-01-04 18:00:00,6.36,92.6,14.6,0.3,991.64,100.0
2022-01-04 19:00:00,6.08,93.15,14.15,0.37,991.58,100.0
2022-01-04 20:00:00,5.87,92.95,14.92,0.4,991.86,100.0
2022-01-04 21:00:00,5.72,92.5,15.48,0.33,992.21,100.0
2022-01-04 22:00:00,5.1,91.35,15.9,0.14,992.88,97.0
2022-01-04 23:00:00,4.66,90.4,17.32,0.03,993.7,87.0
2022-01-05 00:00:00,4.27,90.55,16.6,0.0,994.16,100.0
2022-01-05 01:00:00,4.16,91.2,15.4,0.0,994.71,100.0
2022-01-05 02:00:00,4.1,91.2,15.16,0.0,995.05,100.0
2022-01-05 03:00:00,3.85,90.55,15.12,0.0,995.5,100.0
2022-01-05 04:00:00,3.64,90.65,13.68,0.0,995.65,100.0
2022-01-05 05:00:00,3.32,91.2,12.82,0.0,995.78,100.0
2022-01-05 06:00:00,3.12,91.65,12.44,0.0,996.01,100.0
2022-01-05 07:00:00,3.04,91.85,12.76,0.0,996.34,100.0
2022-01-05 08:00:00,3.18,92.15,12.28,0.0,996.34,100.0
2022-01-05 09:00:00,3.49,90.8,14.49,0.0,996.42,100.0
2022-01-05 10:00:00,3.42,89.5,15.91,0.0,996.68,100.0
2022-01-05 11:00:00,3.53,88.25,15.12,0.03,996.59,100.0
2022-01-05 12:00:00,3.5,88.1,15.69,0.03,996.54,100.0
2022-01-05 13:00:00,3.52,87.85,17.26,0.13,996.62,100.0
2022-01-05 14:00:00,3.36,87.25,17.64,0.2,996.93,100.0
2022-01-05 15:00:00,2.8,87.3,19.92,0.21,997.54,100.0
2022-01-05 16:00:00,2.67,87.45,18.82,0.3,998.13,100.0
2022-01-05 17:00:00,2.5,86.95,19.51,0.21,998.46,11.0
2022-01-05 18:00:00,2.24,86.35,19.74,0.21,998.8,100.0
2022-01-05 19:00:00,2.15,86.6,18.04,0.16,999.18,100.0
2022-01-05 20:00:00,2.11,86.15,18.31,0.24,999.44,100.0
2022-01-05 21:00:00,1.94,86.15,18.65,0.23,999.79,100.0
2022-01-05 22:00:00,1.97,86.05,19.86,0.2,1000.01,100.0
2022-01-05 23:00:00,1.98,85.8,20.1,0.16,1000.31,100.0
2022-01-06 00:00:00,1.86,85.65,20.57,0.0,1000.58,100.0
2022-01-06 01:00:00,1.88,86.05,20.36,0.03,1000.88,67.0
2022-01-06 02:00:00,1.85,86.4,21.28,0.07,1001.19,94.0
2022-01-06 03:00:00,1.79,84.95,20.56,0.04,1001.65,92.0
2022-01-06 04:00:00,1.56,84.45,22.16,0.0,1002.24,100.0
2022-01-06 05:00:00,1.44,84.05,22.12,0.57,1003.0,100.0
2022-01-06 06:00:00,0.86,85.05,22.52,0.04,1003.75,100.0
2022-01-06 07:00:00,0.84,83.85,20.66,0.03,1004.74,100.0
2022-01-06 08:00:00,0.64,85.55,22.77,0.06,1005.66,98.0
2022-01-06 09:00:00,0.5,84.25,22.65,0.01,1006.67,89.0
2022-01-06 10:00:00,0.52,80.75,24.42,0.04,1007.46,100.0
2022-01-06 11:00:00,0.46,79.2,25.26,0.13,1008.26,97.0
2022-01-06 12:00:00,0.15,74.7,27.49,0.16,1009.04,100.0
2022-01-06 13:00:00,0.01,75.5,23.76,0.06,1010.05,88.0
2022-01-06 14:00:00,-0.27,75.25,24.26,0.04,1011.24,91.0
2022-01-06 15:00:00,-0.62,73.6,21.16,0.04,1012.5,96.0
2022-01-06 16:00:00,-0.8,74.45,19.73,0.03,1013.61,81.0
2022-01-06 17:00:00,-1.06,75.95,19.73,0.0,1014.58,45.0
2022-01-06 18:00:00,-1.23,77.35,18.83,0.0,1015.45,32.0
2022-01-06 19:00:00,-1.49,77.2,17.48,0.01,1016.18,0.0
2022-01-06 20:00:00,-1.88,78.1,16.49,0.03,1016.87,0.0
2022-01-06 21:00:00,-1.98,77.75,14.85,0.0,1017.38,0.0
2022-01-06 22:00:00,-2.62,78.95,12.89,0.0,1018.0,0.0
2022-01-06 23:00:00,-2.94,80.1,13.76,0.0,1018.48,0.0
2022-01-07 00:00:00,-3.31,81.6,12.62,0.0,1018.75,0.0
2022-01-07 01:00:00,-3.45,83.45,12.01,0.0,1018.91,0.0
2022-01-07 02:00:00,-3.61,84.3,11.74,0.0,1018.84,0.0
2022-01-07 03:00:00,-3.85,86.5,11.4,0.0,1018.73,3.0
2022-01-07 04:00:00,-3.85,87.0,12.02,0.0,1018.72,99.0
2022-01-07 05:00:00,-3.8,88.15,11.81,0.0,1018.56,100.0
2022-01-07 06:00:00,-3.92,88.2,12.26,0.0,1018.38,99.0
2022-01-07 07:00:00,-3.6,87.7,12.69,0.0,1018.35,100.0
2022-01-07 08:00:00,-2.68,85.9,13.54,0.0,1018.29,83.0
2022-01-07 09:00:00,-1.67,81.95,15.38,0.0,1018.08,54.0
2022-01-07 10:00:00,-0.7,77.7,15.18,0.0,1017.78,99.0
2022-01-07 11:00:00,0.21,73.65,16.04,0.0,1017.33,99.0
2022-01-07 12:00:00,0.74,70.05,15.77,0.0,1016.9,98.0
2022-01-07 13:00:00,0.89,68.95,13.61,0.0,1016.49,92.0
2022-01-07 14:00:00,0.55,69.75,13.56,0.0,1016.16,100.0
2022-01-07 15:00:00,-0.08,72.05,13.48,0.0,1016.03,100.0
2022-01-07 16:00:00,-0.42,72.7,14.31,0.0,1015.84,100.0
2022-01-07 17:00:00,-0.62,73.55,14.67,0.17,1015.66,100.0
2022-01-07 18:00:00,-0.91,74.65,14.87,0.31,1015.45,100.0
2022-01-07 19:00:00,-0.98,74.85,14.17,0.06,1015.24,100.0
2022-01-07 20:00:00,-1.19,75.6,13.04,0.07,1015.06,100.0
2022-01-07 21:00:00,-1.48,76.3,13.72,0.07,1014.87,100.0
2022-01-07 22:00:00,-1.54,76.6,12.35,0.06,1014.78,100.0
2022-01-07 23:00:00,-1.64,76.8,12.69,0.1,1014.5,100.0
2022-01-08 00:00:00,-1.77,76.85,12.62,0.1,1014.2,100.0
2022-01-08 01:00:00,-1.84,77.05,11.4,0.08,1013.93,100.0
2022-01-08 02:00:00,-1.96,77.45,11.81,0.03,1013.42,100.0
2022-01-08 03:00:00,-2.22,78.7,11.88,0.09,1012.98,100.0
2022-01-08 04:00:00,-2.48,80.95,11.31,0.39,1012.68,100.0
2022-01-08 05:00:00,-2.45,80.85,12.35,0.17,1012.3,100.0
2022-01-08 06:00:00,-2.71,82.1,12.35,0.09,1012.28,100.0
2022-01-08 07:00:00,-2.56,83.1,11.88,0.21,1012.32,100.0
2022-01-08 08:00:00,-1.92,81.75,12.55,0.17,1012.18,100.0
2022-01-08 09:00:00,-1.4,80.4,13.97,0.17,1012.04,100.0
2022-01-08 10:00:00,-0.93,80.15,14.46,0.15,1011.8,100.0
2022-01-08 11:00:00,-0.53,79.5,14.71,0.16,1011.4,89.0
2022-01-08 12:00:00,-0.05,72.8,15.07,0.17,1011.0,5.0
2022-01-08 13:00:00,0.13,77.35,13.48,0.06,1010.73,1.0
2022-01-08 14:00:00,0.09,78.1,12.8,0.04,1010.6,5.0
2022-01-08 15:00:00,0.03,78.25,12.58,0.06,1010.44,58.0
2022-01-08 16:00:00,-0.03,79.5,12.52,0.0,1010.3,82.0
2022-01-08 17:00:00,-0.22,80.6,12.05,0.0,1010.0,88.0
2022-01-08 18:00:00,-0.48,81.6,12.46,0.0,1009.65,96.0
2022-01-08 19:00:00,-0.5,82.25,11.54,0.01,1009.25,100.0
2022-01-08 20:00:00,-0.55,82.45,11.93,0.01,1008.77,72.0
2022-01-08 21:00:00,-0.63,82.7,11.36,0.04,1008.21,100.0
2022-01-08 22:00:00,-0.65,82.05,12.51,0.0,1007.69,65.0
2022-01-08 23:00:00,-0.82,82.4,11.99,0.0,1007.15,1.0
2022-01-09 00:00:00,-1.14,83.45,11.63,0.0,1006.51,0.0
2022-01-09 01:00:00,-1.33,84.25,11.38,0.0,1005.95,0.0
2022-01-09 02:00:00,-1.48,84.85,12.35,0.0,1005.35,0.0
2022-01-09 03:00:00,-1.86,85.6,11.5,0.0,1004.84,0.0
2022-01-09 04:00:00,-1.96,85.8,12.44,0.0,1004.44,0.0
2022-01-09 05:00:00,-2.1,86.6,12.62,0.0,1004.25,0.0
2022-01-09 06:00:00,-2.22,87.15,13.88,0.0,1004.2,0.0
2022-01-09 07:00:00,-2.33,87.5,13.86,0.0,1004.33,0.0
2022-01-09 08:00:00,-1.92,85.7,13.74,0.0,1004.38,0.0
2022-01-09 09:00:00,-0.9,80.9,13.68,0.0,1004.35,0.0
2022-01-09 10:00:00,0.02,75.35,13.77,0.0,1004.12,0.0
2022-01-09 11:00:00,0.76,72.45,14.35,0.0,1003.85,0.0
2022-01-09 12:00:00,1.1,70.65,15.07,0.0,1003.71,0.0
2022-01-09 13:00:00,1.22,70.8,15.23,0.0,1003.91,0.0
2022-01-09 14:00:00,0.61,72.9,12.3,0.0,1004.29,0.0
2022-01-09 15:00:00,-0.57,77.4,12.06,0.0,1005.0,45.0
2022-01-09 16:00:00,-1.08,80.7,12.01,0.0,1005.72,100.0
2022-01-09 17:00:00,-1.41,81.7,12.01,0.0,1006.29,97.0
2022-01-09 18:00:00,-1.69,82.8,12.53,0.0,1006.99,100.0
2022-01-09 19:00:00,-1.93,84.15,11.9,0.0,1007.65,100.0
2022-01-09 20:00:00,-2.14,84.8,10.66,0.0,1008.29,100.0
2022-01-09 21:00:00,-2.36,86.2,10.94,0.0,1009.02,100.0
2022-01-09 22:00:00,-2.78,87.6,8.5,0.0,1009.72,100.0
2022-01-09 23:00:00,-3.2,89.35,8.57,0.0,1010.68,97.0
2022-01-10 00:00:00,-3.6,90.65,8.03,0.0,1011.48,97.0
2022-01-10 01:00:00,-3.66,90.75,8.26,0.0,1012.28,95.0
2022-01-10 02:00:00,-3.76,91.15,7.98,0.0,1013.02,100.0
2022-01-10 03:00:00,-3.72,91.3,7.52,0.0,1013.86,100.0
2022-01-10 04:00:00,-3.8,91.2,7.17,0.0,1014.82,100.0
2022-01-10 05:00:00,-3.97,91.95,8.1,0.0,1015.91,100.0
2022-01-10 06:00:00,-3.95,92.35,9.2,0.0,1016.99,100.0
2022-01-10 07:00:00,-3.79,92.15,8.93,0.0,1018.34,100.0
2022-01-10 08:00:00,-3.6,91.8,8.93,0.0,1019.5,100.0
2022-01-10 09:00:00,-2.96,90.0,10.48,0.0,1020.52,100.0
2022-01-10 10:00:00,-2.01,85.8,9.99,0.0,1021.42,100.0
2022-01-10 11:00:00,-1.41,83.75,11.29,0.0,1022.25,100.0
2022-01-10 12:00:00,-0.9,80.55,10.55,0.0,1023.0,52.0
2022-01-10 13:00:00,-0.7,78.4,10.14,0.0,1023.92,100.0
2022-01-10 14:00:00,-0.92,78.6,9.8,0.0,1025.03,100.0
2022-01-10 15:00:00,-1.61,81.35,8.98,0.0,1026.13,100.0
2022-01-10 16:00:00,-2.13,81.75,8.44,0.0,1027.21,100.0
2022-01-10 17:00:00,-2.53,82.3,8.36,0.0,1028.23,100.0
2022-01-10 18:00:00,-2.9,83.8,8.48,0.0,1029.09,58.0
2022-01-10 19:00:00,-3.4,84.9,8.87,0.0,1029.94,94.0
2022-01-10 20:00:00,-3.95,85.45,8.44,0.0,1030.81,100.0
2022-01-10 21:00:00,-4.4,86.8,8.66,0.0,1031.64,93.0
2022-01-10 22:00:00,-4.6,86.5,7.42,0.0,1032.25,100.0
2022-01-10 23:00:00,-4.97,87.8,7.29,0.0,1032.75,92.0
2022-01-11 00:00:00,-5.1,88.4,7.48,0.0,1033.1,49.0
2022-01-11 01:00:00,-5.15,87.75,5.8,0.0,1033.46,90.0
2022-01-11 02:00:00,-5.4,88.55,6.42,0.0,1033.78,99.0
2022-01-11 03:00:00,-5.35,88.7,6.44,0.0,1034.01,85.0
2022-01-11 04:00:00,-5.7,89.75,7.1,0.0,1034.32,24.0
2022-01-11 05:00:00,-5.81,89.9,7.05,0.0,1034.53,0.0
2022-01-11 06:00:00,-6.08,90.75,5.13,0.0,1034.98,0.0
2022-01-11 07:00:00,-6.16,90.45,5.33,0.0,1035.66,0.0
2022-01-11 08:00:00,-5.48,90.7,5.67,0.0,1036.09,0.0
2022-01-11 09:00:00,-4.48,90.1,5.29,0.0,1036.4,0.0
2022-01-11 10:00:00,-3.35,88.95,5.39,0.0,1036.38,0.0
2022-01-11 11:00:00,-2.46,87.35,5.82,0.0,1036.33,11.0
2022-01-11 12:00:00,-1.84,85.25,6.48,0.0,1036.26,2.0
2022-01-11 13:00:00,-1.56,83.9,6.57,0.0,1036.21,100.0
2022-01-11 14:00:00,-1.57,83.7,6.14,0.0,1036.22,100.0
2022-01-11 15:00:00,-2.24,86.85,6.83,0.0,1036.3,100.0
2022-01-11 16:00:00,-2.84,87.85,6.78,0.0,1036.49,100.0
2022-01-11 17:00:00,-3.25,87.85,6.14,0.0,1036.74,100.0
2022-01-11 18:00:00,-3.72,88.1,6.04,0.0,1036.92,100.0
2022-01-11 19:00:00,-3.89,87.95,7.56,0.0,1037.18,100.0
2022-01-11 20:00:00,-4.1,87.5,6.84,0.0,1037.26,100.0
2022-01-11 21:00:00,-4.22,88.3,7.82,0.0,1037.25,99.0
2022-01-11 22:00:00,-4.3,88.4,7.0,0.0,1037.26,100.0
2022-01-11 23:00:00,-4.33,87.45,7.86,0.0,1037.18,100.0
2022-01-12 00:00:00,-4.68,88.65,7.83,0.0,1036.95,100.0
2022-01-12 01:00:00,-4.6,87.2,6.99,0.0,1036.87,100.0
2022-01-12 02:00:00,-4.58,87.2,7.94,0.0,1036.69,100.0
2022-01-12 03:00:00,-4.3,86.9,8.64,0.0,1036.56,100.0
2022-01-12 04:00:00,-4.2,86.8,7.92,0.0,1036.5,100.0
2022-01-12 05:00:00,-4.16,86.4,8.52,0.0,1036.38,100.0
2022-01-12 06:00:00,-4.2,86.5,8.12,0.0,1036.32,100.0
2022-01-12 07:00:00,-4.04,87.15,8.46,0.0,1036.5,100.0
2022-01-12 08:00:00,-3.69,86.35,9.67,0.0,1036.64,100.0
2022-01-12 09:00:00,-3.12,84.85,10.08,0.0,1036.53,100.0
2022-01-12 10:00:00,-2.44,83.65,11.11,0.0,1036.08,100.0
2022-01-12 11:00:00,-1.78,82.1,11.36,0.0,1035.7,100.0
2022-01-12 12:00:00,-1.36,80.2,12.53,0.0,1035.21,100.0
2022-01-12 13:00:00,-1.01,79.45,13.25,0.0,1034.95,83.0
2022-01-12 14:00:00,-0.97,80.25,12.69,0.0,1034.68,57.0
2022-01-12 15:00:00,-1.03,80.75,12.19,0.0,1034.6,100.0
2022-01-12 16:00:00,-1.18,83.0,13.43,0.0,1034.47,100.0
2022-01-12 17:00:00,-1.11,84.25,14.35,0.0,1034.29,100.0
2022-01-12 18:00:00,-1.24,86.0,15.42,0.0,1034.1,100.0
2022-01-12 19:00:00,-1.04,87.45,15.18,0.0,1033.91,100.0
2022-01-12 20:00:00,-0.89,88.3,16.26,0.0,1033.82,100.0
2022-01-12 21:00:00,-0.81,89.25,15.93,0.0,1033.6,100.0
2022-01-12 22:00:00,-0.61,91.35,17.57,0.0,1033.07,100.0
2022-01-12 23:00:00,-0.45,91.9,18.2,0.0,1032.68,100.0
2022-01-13 00:00:00,-0.26,91.9,18.82,0.0,1032.08,100.0
2022-01-13 01:00:00,0.06,92.7,19.68,0.0,1031.76,100.0
2022-01-13 02:00:00,0.33,93.8,21.58,0.0,1031.12,100.0
2022-01-13 03:00:00,0.63,94.05,21.56,0.0,1030.54,100.0
2022-01-13 04:00:00,0.98,94.3,22.4,0.0,1030.02,100.0
2022-01-13 05:00:00,1.23,94.2,22.65,0.0,1029.55,100.0
2022-01-13 06:00:00,1.39,93.95,24.37,0.01,1029.05,100.0
2022-01-13 07:00:00,1.66,94.6,23.38,0.03,1029.01,100.0
2022-01-13 08:00:00,2.09,94.6,25.38,0.03,1028.8,100.0
2022-01-13 09:00:00,2.42,94.2,25.38,0.0,1028.47,100.0
2022-01-13 10:00:00,2.76,93.95,26.14,0.01,1028.06,100.0
2022-01-13 11:00:00,3.02,93.7,27.2,0.01,1027.43,100.0
2022-01-13 12:00:00,3.24,93.0,26.8,0.01,1026.94,100.0
2022-01-13 13:00:00,3.59,92.8,27.1,0.0,1026.41,100.0
2022-01-13 14:00:00,3.65,92.9,26.76,0.0,1026.29,100.0
2022-01-13 15:00:00,3.8,92.8,26.44,0.0,1026.18,100.0
2022-01-13 16:00:00,3.84,92.45,26.02,0.0,1026.18,100.0
2022-01-13 17:00:00,3.87,92.3,26.15,0.0,1026.01,100.0
2022-01-13 18:00:00,3.87,91.85,26.17,0.01,1025.72,100.0
2022-01-13 19:00:00,4.07,91.5,26.71,0.01,1025.3,100.0
2022-01-13 20:00:00,4.14,90.25,27.25,0.0,1024.95,100.0
2022-01-13 21:00:00,4.22,90.15,27.79,0.0,1024.62,100.0
2022-01-13 22:00:00,4.18,88.85,28.22,0.0,1024.25,100.0
2022-01-13 23:00:00,4.22,88.85,28.46,0.0,1023.79,100.0
2022-01-14 00:00:00,4.15,88.75,29.61,0.0,1023.11,100.0
2022-01-14 01:00:00,4.25,89.05,29.5,0.0,1022.64,100.0
2022-01-14 02:00:00,4.3,88.45,29.92,0.0,1022.04,100.0
2022-01-14 03:00:00,4.16,89.35,30.18,0.0,1021.3,100.0
2022-01-14 04:00:00,4.18,89.45,30.17,0.0,1020.72,100.0
2022-01-14 05:00:00,4.34,89.75,31.86,0.0,1019.98,100.0
2022-01-14 06:00:00,4.26,90.4,33.68,0.0,1019.34,100.0
2022-01-14 07:00:00,4.31,90.95,33.86,0.0,1019.16,100.0
2022-01-14 08:00:00,4.5,90.65,32.78,0.06,1018.92,100.0
2022-01-14 09:00:00,4.7,90.3,32.52,0.07,1018.62,100.0
2022-01-14 10:00:00,4.72,89.2,32.58,0.06,1018.42,100.0
2022-01-14 11:00:00,4.78,88.0,32.02,0.07,1018.2,100.0
2022-01-14 12:00:00,4.69,86.3,31.03,0.04,1018.16,100.0
2022-01-14 13:00:00,4.61,83.7,30.35,0.06,1018.43,100.0
2022-01-14 14:00:00,4.74,80.3,30.48,0.04,1018.84,100.0
2022-01-14 15:00:00,4.38,78.6,28.72,0.04,1019.63,100.0
2022-01-14 16:00:00,3.77,79.05,27.04,0.06,1020.49,23.0
2022-01-14 17:00:00,3.54,78.65,25.46,0.03,1021.3,3.0
2022-01-14 18:00:00,3.28,76.75,23.16,0.0,1021.98,0.0
2022-01-14 19:00:00,2.92,77.35,23.08,0.0,1022.5,0.0
2022-01-14 20:00:00,2.72,76.15,24.12,0.0,1023.02,0.0
2022-01-14 21:00:00,2.54,76.05,23.48,0.0,1023.34,0.0
2022-01-14 22:00:00,2.16,77.75,22.78,0.0,1023.8,10.0
2022-01-14 23:00:00,1.78,79.15,21.38,0.0,1024.01,0.0
2022-01-15 00:00:00,1.36,80.05,20.28,0.0,1024.1,0.0
2022-01-15 01:00:00,1.06,82.3,18.82,0.0,1024.12,5.0
2022-01-15 02:00:00,0.84,82.7,18.76,0.0,1024.18,12.0
2022-01-15 03:00:00,0.5,83.7,18.85,0.0,1024.23,0.0
2022-01-15 04:00:00,0.32,85.3,18.04,0.0,1024.39,0.0
2022-01-15 05:00:00,0.11,86.05,17.64,0.0,1024.7,0.0
2022-01-15 06:00:00,-0.28,86.95,16.85,0.0,1025.05,3.0
2022-01-15 07:00:00,-0.34,88.15,15.52,0.0,1025.42,0.0
2022-01-15 08:00:00,0.04,87.3,15.95,0.0,1025.92,0.0
2022-01-15 09:00:00,0.8,84.85,17.78,0.0,1026.1,0.0
2022-01-15 10:00:00,1.38,82.7,18.38,0.0,1026.38,32.0
2022-01-15 11:00:00,1.86,79.15,18.32,0.0,1026.38,19.0
2022-01-15 12:00:00,2.06,76.25,18.48,0.0,1026.41,9.0
2022-01-15 13:00:00,2.25,75.35,16.92,0.0,1026.29,37.0
2022-01-15 14:00:00,1.77,77.0,14.94,0.0,1026.43,56.0
2022-01-15 15:00:00,0.97,80.85,12.78,0.0,1026.53,26.0
2022-01-15 16:00:00,0.4,83.5,11.99,0.0,1026.67,53.0
2022-01-15 17:00:00,-0.12,85.85,11.52,0.0,1026.75,95.0
2022-01-15 18:00:00,-0.53,89.1,11.0,0.0,1026.7,92.0
2022-01-15 19:00:00,-0.81,88.8,11.64,0.0,1027.13,57.0
2022-01-15 20:00:00,-1.02,90.55,11.27,0.0,1026.36,100.0
2022-01-15 21:00:00,-1.19,91.15,11.13,0.0,1026.26,100.0
2022-01-15 22:00:00,-1.22,92.25,11.45,0.0,1026.14,100.0
2022-01-15 23:00:00,-1.23,92.1,11.49,0.0,1026.04,100.0
2022-01-16 00:00:00,-1.33,92.6,11.82,0.0,1025.45,100.0
2022-01-16 01:00:00,-1.48,92.7,11.96,0.0,1025.22,100.0
2022-01-16 02:00:00,-1.68,93.2,12.04,0.0,1023.91,100.0
2022-01-16 03:00:00,-1.69,92.6,11.72,0.0,1024.14,100.0
