czas,temperatura,wilgotność,wiatr,opady,ciśnienie,zachmurzenie
2023-03-25 18:00:00,7.62,85.55,12.98,0.03,1003.03,8.0
2023-03-25 19:00:00,7.24,85.25,11.81,0.03,1003.14,14.0
2023-03-25 20:00:00,6.85,86.3,11.88,0.0,1003.1,39.0
2023-03-25 21:00:00,6.52,87.4,11.45,0.0,1003.04,31.0
2023-03-25 22:00:00,6.4,87.55,11.86,0.06,1002.96,100.0
2023-03-25 23:00:00,6.47,85.55,14.42,0.04,1002.79,85.0
2023-03-26 00:00:00,6.23,87.2,13.97,0.08,1002.7,45.0
2023-03-26 01:00:00,6.3,86.7,13.27,0.04,1002.42,29.0
2023-03-26 02:00:00,6.14,87.45,14.38,0.08,1002.2,99.0
2023-03-26 03:00:00,6.18,87.1,14.4,0.09,1001.97,100.0
2023-03-26 04:00:00,6.16,87.4,15.43,0.13,1001.99,87.0
2023-03-26 05:00:00,6.1,88.4,15.93,0.13,1001.9,100.0
2023-03-26 06:00:00,6.4,87.45,15.77,0.08,1001.96,96.0
2023-03-26 07:00:00,7.04,85.0,17.24,0.1,1002.01,86.0
2023-03-26 08:00:00,7.51,83.45,20.51,0.06,1002.0,100.0
2023-03-26 09:00:00,7.97,79.7,20.54,0.03,1001.94,100.0
2023-03-26 10:00:00,8.42,75.8,20.8,0.08,1001.94,55.0
2023-03-26 11:00:00,8.49,77.45,20.44,0.06,1001.88,54.0
2023-03-26 12:00:00,8.54,74.4,21.06,0.04,1001.82,48.0
2023-03-26 13:00:00,8.94,71.35,20.7,0.12,1001.64,46.0
2023-03-26 14:00:00,9.04,69.7,20.4,0.16,1001.54,53.0
2023-03-26 15:00:00,9.07,68.0,18.61,0.11,1001.4,54.0
2023-03-26 16:00:00,8.43,69.2,16.65,0.03,1001.61,100.0
2023-03-26 17:00:00,7.37,74.85,14.18,0.02,1001.92,100.0
2023-03-26 18:00:00,6.32,79.45,11.1,0.02,1002.24,99.0
2023-03-26 19:00:00,5.54,82.3,10.58,0.01,1002.24,100.0
2023-03-26 20:00:00,5.01,84.55,9.86,0.08,1002.0,100.0
2023-03-26 21:00:00,4.33,86.8,9.78,0.06,1001.79,100.0
2023-03-26 22:00:00,3.95,87.4,9.71,0.06,1001.78,100.0
2023-03-26 23:00:00,3.5,89.3,9.6,0.07,1001.78,100.0
2023-03-27 00:00:00,3.44,89.5,10.48,0.08,1001.88,100.0
2023-03-27 01:00:00,3.17,89.6,11.34,0.05,1001.79,100.0
2023-03-27 02:00:00,3.14,89.0,11.06,0.09,1001.81,100.0
2023-03-27 03:00:00,2.66,90.05,11.76,0.12,1002.0,100.0
2023-03-27 04:00:00,2.45,90.2,12.64,0.16,1002.49,100.0
2023-03-27 05:00:00,2.28,90.5,14.21,0.14,1003.04,100.0
2023-03-27 06:00:00,2.36,87.0,16.85,0.18,1003.66,100.0
2023-03-27 07:00:00,2.71,82.8,19.12,0.21,1004.42,100.0
2023-03-27 08:00:00,2.97,77.75,19.84,0.14,1005.12,100.0
2023-03-27 09:00:00,3.14,74.35,20.84,0.18,1005.69,100.0
2023-03-27 10:00:00,3.45,69.2,22.57,0.11,1006.3,100.0
2023-03-27 11:00:00,3.34,68.9,23.96,0.08,1006.93,98.0
2023-03-27 12:00:00,3.2,65.75,25.8,0.1,1007.52,97.0
2023-03-27 13:00:00,3.25,62.45,26.8,0.02,1008.06,100.0
2023-03-27 14:00:00,3.16,58.3,24.9,0.01,1008.8,100.0
2023-03-27 15:00:00,2.7,58.95,24.78,0.01,1009.7,100.0
2023-03-27 16:00:00,2.42,60.55,20.46,0.0,1010.46,61.0
2023-03-27 17:00:00,1.78,61.25,17.73,0.0,1011.21,1.0
2023-03-27 18:00:00,0.82,64.45,15.32,0.0,1012.0,25.0
2023-03-27 19:00:00,0.18,68.2,13.68,0.0,1012.24,82.0
2023-03-27 20:00:00,-0.21,69.35,12.96,0.05,1012.38,0.0
2023-03-27 21:00:00,-0.79,73.9,12.51,0.06,1012.33,0.0
2023-03-27 22:00:00,-1.18,75.65,12.16,0.12,1012.15,0.0
2023-03-27 23:00:00,-1.5,76.65,15.0,0.05,1012.21,0.0
2023-03-28 00:00:00,-1.79,79.75,13.59,0.12,1012.35,1.0
2023-03-28 01:00:00,-1.84,80.1,15.07,0.06,1012.37,21.0
2023-03-28 02:00:00,-1.89,80.8,14.87,0.06,1012.52,92.0
2023-03-28 03:00:00,-1.87,80.7,16.24,0.04,1012.53,84.0
2023-03-28 04:00:00,-1.9,81.6,17.08,0.04,1012.8,29.0
2023-03-28 05:00:00,-1.82,81.4,16.83,0.0,1013.18,100.0
2023-03-28 06:00:00,-1.2,79.35,19.73,0.02,1013.62,100.0
2023-03-28 07:00:00,-0.43,75.35,21.56,0.02,1014.38,100.0
2023-03-28 08:00:00,-0.14,72.9,24.22,0.04,1015.18,68.0
2023-03-28 09:00:00,0.38,65.75,24.77,0.09,1015.84,18.0
2023-03-28 10:00:00,0.52,65.1,26.39,0.06,1016.58,22.0
2023-03-28 11:00:00,0.83,63.4,26.93,0.05,1017.26,59.0
2023-03-28 12:00:00,0.93,64.35,27.96,0.08,1017.82,66.0
2023-03-28 13:00:00,1.06,60.85,29.29,0.07,1018.4,54.0
2023-03-28 14:00:00,1.14,59.9,31.21,0.02,1018.84,89.0
2023-03-28 15:00:00,1.14,58.25,26.8,0.0,1019.24,66.0
2023-03-28 16:00:00,1.0,56.25,25.58,0.02,1019.81,87.0
2023-03-28 17:00:00,0.39,59.35,19.9,0.0,1020.42,23.0
2023-03-28 18:00:00,-0.18,59.25,16.4,0.0,1021.18,3.0
2023-03-28 19:00:00,-0.66,63.6,14.18,0.0,1021.56,9.0
2023-03-28 20:00:00,-1.01,65.85,13.32,0.0,1021.72,0.0
2023-03-28 21:00:00,-1.45,67.6,12.54,0.0,1021.88,0.0
2023-03-28 22:00:00,-1.73,67.65,11.36,0.0,1022.0,0.0
2023-03-28 23:00:00,-2.25,70.0,10.95,0.0,1022.06,0.0
2023-03-29 00:00:00,-2.56,69.95,9.81,0.0,1022.01,0.0
2023-03-29 01:00:00,-2.92,71.15,8.89,0.0,1021.98,0.0
2023-03-29 02:00:00,-3.15,72.35,8.76,0.0,1021.75,0.0
2023-03-29 03:00:00,-3.44,74.1,8.75,0.0,1021.69,0.0
2023-03-29 04:00:00,-3.94,77.65,7.47,0.0,1021.66,0.0
2023-03-29 05:00:00,-3.56,77.35,7.0,0.0,1021.54,0.0
2023-03-29 06:00:00,-1.66,70.3,9.18,0.0,1021.33,5.0
2023-03-29 07:00:00,0.38,62.8,11.5,0.0,1021.22,10.0
2023-03-29 08:00:00,2.33,56.1,13.5,0.0,1021.0,49.0
2023-03-29 09:00:00,3.98,48.4,15.88,0.0,1020.56,39.0
2023-03-29 10:00:00,5.24,43.15,15.41,0.0,1020.04,75.0
2023-03-29 11:00:00,6.22,41.25,16.42,0.0,1019.6,99.0
2023-03-29 12:00:00,6.87,40.6,16.31,0.0,1018.9,66.0
2023-03-29 13:00:00,7.51,39.2,16.9,0.0,1018.36,68.0
2023-03-29 14:00:00,7.94,39.45,16.26,0.0,1017.9,41.0
2023-03-29 15:00:00,7.68,41.5,15.02,0.01,1017.58,64.0
2023-03-29 16:00:00,7.38,44.1,12.82,0.01,1017.19,66.0
2023-03-29 17:00:00,6.44,48.85,8.84,0.0,1016.96,95.0
2023-03-29 18:00:00,5.32,54.75,9.11,0.0,1017.04,100.0
2023-03-29 19:00:00,4.6,60.3,8.52,0.0,1017.0,100.0
2023-03-29 20:00:00,4.17,62.75,9.83,0.0,1016.79,95.0
2023-03-29 21:00:00,3.96,64.9,10.37,0.0,1016.4,54.0
2023-03-29 22:00:00,3.86,66.5,9.58,0.0,1016.04,100.0
2023-03-29 23:00:00,3.88,68.05,10.3,0.0,1015.65,100.0
2023-03-30 00:00:00,4.2,67.9,10.91,0.0,1015.24,100.0
2023-03-30 01:00:00,4.12,70.2,9.76,0.0,1014.74,100.0
2023-03-30 02:00:00,4.07,72.0,9.54,0.0,1014.35,100.0
2023-03-30 03:00:00,3.82,74.5,9.61,0.0,1013.9,100.0
2023-03-30 04:00:00,3.88,76.1,9.97,0.04,1013.29,100.0
2023-03-30 05:00:00,4.04,77.4,9.36,0.02,1012.88,100.0
2023-03-30 06:00:00,4.75,76.35,11.09,0.04,1012.51,100.0
2023-03-30 07:00:00,5.76,74.9,11.56,0.06,1012.18,100.0
2023-03-30 08:00:00,7.14,72.65,12.42,0.05,1011.76,100.0
2023-03-30 09:00:00,8.6,70.2,15.34,0.04,1011.1,100.0
2023-03-30 10:00:00,9.8,68.1,15.93,0.03,1010.18,100.0
2023-03-30 11:00:00,10.68,66.5,16.65,0.02,1009.48,100.0
2023-03-30 12:00:00,11.19,65.25,17.21,0.02,1008.89,99.0
2023-03-30 13:00:00,11.23,67.75,15.82,0.22,1008.27,100.0
2023-03-30 14:00:00,11.19,69.7,15.42,0.16,1007.72,100.0
2023-03-30 15:00:00,10.9,72.75,14.62,0.34,1007.07,100.0
2023-03-30 16:00:00,10.46,75.95,14.48,0.11,1006.46,100.0
2023-03-30 17:00:00,9.82,79.6,14.13,0.2,1006.09,100.0
2023-03-30 18:00:00,9.58,81.9,13.92,0.33,1005.89,100.0
2023-03-30 19:00:00,9.35,83.95,13.68,0.32,1005.83,100.0
2023-03-30 20:00:00,9.12,85.75,14.24,0.18,1005.66,100.0
2023-03-30 21:00:00,8.75,88.75,12.96,0.28,1005.48,100.0
2023-03-30 22:00:00,8.54,90.35,13.99,0.2,1005.26,100.0
2023-03-30 23:00:00,8.54,91.05,15.48,0.24,1005.01,100.0
2023-03-31 00:00:00,8.5,91.15,16.6,0.18,1004.93,93.0
2023-03-31 01:00:00,8.4,91.05,15.44,0.29,1004.73,18.0
2023-03-31 02:00:00,8.25,91.3,15.0,0.24,1004.44,1.0
2023-03-31 03:00:00,8.14,91.55,14.55,0.12,1004.28,0.0
2023-03-31 04:00:00,8.01,91.55,13.63,0.09,1004.2,11.0
2023-03-31 05:00:00,7.88,91.85,12.58,0.05,1003.92,24.0
2023-03-31 06:00:00,8.54,90.3,13.25,0.06,1003.54,18.0
2023-03-31 07:00:00,9.39,86.85,14.21,0.02,1003.34,30.0
2023-03-31 08:00:00,10.14,83.55,15.03,0.0,1003.08,8.0
2023-03-31 09:00:00,10.94,80.05,16.18,0.02,1002.56,45.0
2023-03-31 10:00:00,11.6,76.65,16.58,0.01,1002.02,93.0
2023-03-31 11:00:00,12.32,73.4,16.01,0.14,1001.48,100.0
2023-03-31 12:00:00,12.47,72.35,16.4,0.06,1000.82,100.0
2023-03-31 13:00:00,12.36,72.6,15.1,0.19,1000.15,100.0
2023-03-31 14:00:00,12.31,72.45,14.71,0.3,999.49,100.0
2023-03-31 15:00:00,11.82,73.95,13.12,0.18,998.96,100.0
2023-03-31 16:00:00,11.0,78.3,10.17,0.26,998.58,100.0
2023-03-31 17:00:00,10.12,82.2,10.82,0.18,998.32,100.0
2023-03-31 18:00:00,8.92,87.45,9.2,0.16,998.37,100.0
2023-03-31 19:00:00,8.5,90.45,9.24,0.22,998.46,100.0
2023-03-31 20:00:00,8.07,92.1,12.08,0.2,998.14,100.0
2023-03-31 21:00:00,7.74,93.35,11.34,0.28,997.95,100.0
2023-03-31 22:00:00,7.5,93.55,11.92,0.26,998.0,100.0
2023-03-31 23:00:00,7.32,93.45,12.35,0.3,997.95,100.0
2023-04-01 00:00:00,7.0,94.0,14.06,0.25,997.8,100.0
2023-04-01 01:00:00,6.72,93.85,13.79,0.26,997.66,47.0
2023-04-01 02:00:00,6.52,94.25,14.92,0.09,997.65,90.0
2023-04-01 03:00:00,6.53,94.35,13.99,0.06,997.74,100.0
2023-04-01 04:00:00,6.5,94.7,15.21,0.08,998.1,100.0
2023-04-01 05:00:00,6.51,94.3,16.71,0.06,998.42,100.0
2023-04-01 06:00:00,6.72,93.75,16.96,0.06,998.66,100.0
2023-04-01 07:00:00,7.03,92.3,17.13,0.13,999.02,100.0
2023-04-01 08:00:00,7.42,90.4,18.99,0.13,999.36,100.0
2023-04-01 09:00:00,7.75,88.3,19.12,0.17,999.69,100.0
2023-04-01 10:00:00,8.0,87.4,19.66,0.13,1000.14,100.0
2023-04-01 11:00:00,8.07,86.45,20.32,0.15,1000.44,100.0
2023-04-01 12:00:00,8.08,85.7,21.64,0.18,1000.8,100.0
2023-04-01 13:00:00,8.06,84.25,20.61,0.34,1001.33,100.0
2023-04-01 14:00:00,7.56,87.1,19.24,0.13,1001.91,100.0
2023-04-01 15:00:00,7.24,87.7,18.88,0.08,1002.48,100.0
2023-04-01 16:00:00,6.9,88.3,20.4,0.28,1003.24,100.0
2023-04-01 17:00:00,6.4,89.6,18.6,0.04,1004.1,100.0
2023-04-01 18:00:00,5.94,90.05,18.66,0.06,1005.04,100.0
2023-04-01 19:00:00,5.66,90.3,18.68,0.02,1005.81,100.0
2023-04-01 20:00:00,5.48,89.75,19.63,0.0,1006.58,100.0
2023-04-01 21:00:00,5.17,90.3,18.2,0.02,1007.22,100.0
2023-04-01 22:00:00,4.9,90.75,19.1,0.04,1007.84,100.0
2023-04-01 23:00:00,4.52,90.95,18.4,0.03,1008.4,100.0
2023-04-02 00:00:00,4.36,90.45,18.38,0.08,1008.99,100.0
2023-04-02 01:00:00,4.15,89.4,18.12,0.11,1009.5,100.0
2023-04-02 02:00:00,3.92,88.9,18.79,0.12,1010.12,100.0
2023-04-02 03:00:00,3.7,87.75,18.34,0.08,1010.69,100.0
2023-04-02 04:00:00,3.4,88.35,19.66,0.08,1011.56,100.0
2023-04-02 05:00:00,3.28,87.55,20.26,0.2,1012.48,100.0
2023-04-02 06:00:00,3.26,86.5,20.92,0.22,1013.29,100.0
2023-04-02 07:00:00,3.27,85.7,21.24,0.2,1014.12,100.0
2023-04-02 08:00:00,3.42,84.95,21.56,0.14,1014.98,100.0
2023-04-02 09:00:00,3.54,83.15,22.16,0.12,1015.82,100.0
2023-04-02 10:00:00,3.82,81.05,23.24,0.1,1016.66,100.0
2023-04-02 11:00:00,3.84,78.6,22.98,0.12,1017.35,100.0
2023-04-02 12:00:00,4.03,76.8,23.64,0.13,1018.15,100.0
2023-04-02 13:00:00,4.24,75.55,23.72,0.15,1018.81,100.0
2023-04-02 14:00:00,4.4,73.85,23.72,0.16,1019.41,100.0
2023-04-02 15:00:00,4.26,72.85,23.22,0.14,1020.0,100.0
2023-04-02 16:00:00,3.99,72.85,23.52,0.19,1020.76,100.0
2023-04-02 17:00:00,3.64,72.25,22.88,0.16,1021.58,100.0
2023-04-02 18:00:00,3.13,73.1,22.36,0.18,1022.46,100.0
2023-04-02 19:00:00,2.74,73.3,22.41,0.13,1023.22,100.0
2023-04-02 20:00:00,2.39,73.85,20.98,0.12,1023.79,100.0
2023-04-02 21:00:00,1.9,74.55,19.57,0.12,1024.38,69.0
2023-04-02 22:00:00,1.55,74.7,19.6,0.08,1024.87,38.0
2023-04-02 23:00:00,1.13,75.9,18.96,0.08,1025.26,27.0
2023-04-03 00:00:00,0.75,75.8,20.1,0.06,1025.5,31.0
2023-04-03 01:00:00,0.42,76.0,19.44,0.06,1025.68,94.0
2023-04-03 02:00:00,0.08,76.0,19.34,0.08,1026.05,87.0
2023-04-03 03:00:00,-0.14,75.5,18.01,0.07,1026.3,20.0
2023-04-03 04:00:00,-0.5,75.65,18.51,0.05,1026.62,2.0
2023-04-03 05:00:00,-0.48,76.1,18.46,0.02,1027.04,0.0
2023-04-03 06:00:00,0.01,72.0,20.5,0.02,1027.44,0.0
2023-04-03 07:00:00,0.62,68.2,22.03,0.0,1027.77,0.0
2023-04-03 08:00:00,1.56,61.8,24.22,0.0,1028.08,0.0
2023-04-03 09:00:00,2.32,57.15,24.54,0.0,1028.22,0.0
2023-04-03 10:00:00,2.94,55.55,23.85,0.0,1028.25,0.0
2023-04-03 11:00:00,3.06,53.7,23.16,0.0,1028.14,63.0
2023-04-03 12:00:00,3.6,52.2,24.06,0.0,1027.88,52.0
2023-04-03 13:00:00,3.61,51.2,22.92,0.0,1027.78,76.0
2023-04-03 14:00:00,3.56,51.25,23.02,0.0,1027.6,79.0
2023-04-03 15:00:00,3.48,51.35,20.81,0.0,1027.53,100.0
2023-04-03 16:00:00,2.94,53.85,21.18,0.0,1027.58,100.0
2023-04-03 17:00:00,2.48,55.45,19.08,0.0,1027.72,64.0
2023-04-03 18:00:00,1.72,59.55,16.51,0.0,1028.04,65.0
2023-04-03 19:00:00,1.32,61.65,15.96,0.0,1028.05,7.0
2023-04-03 20:00:00,0.93,64.0,14.94,0.0,1028.06,15.0
2023-04-03 21:00:00,0.49,66.9,13.5,0.0,1027.97,11.0
2023-04-03 22:00:00,0.14,68.05,13.7,0.0,1027.96,2.0
2023-04-03 23:00:00,-0.15,70.3,14.35,0.0,1027.8,0.0
2023-04-04 00:00:00,-0.58,72.15,13.88,0.0,1027.5,19.0
2023-04-04 01:00:00,-0.9,74.5,13.76,0.0,1027.15,3.0
2023-04-04 02:00:00,-1.14,75.45,13.25,0.0,1026.93,1.0
2023-04-04 03:00:00,-1.26,75.5,13.12,0.0,1026.71,0.0
2023-04-04 04:00:00,-1.57,77.2,11.56,0.0,1026.63,4.0
2023-04-04 05:00:00,-1.42,76.55,12.02,0.0,1026.48,1.0
2023-04-04 06:00:00,-0.58,73.7,14.6,0.0,1026.48,2.0
2023-04-04 07:00:00,0.39,67.8,14.69,0.0,1026.22,44.0
2023-04-04 08:00:00,1.12,62.55,16.22,0.02,1026.08,100.0
2023-04-04 09:00:00,1.6,59.1,15.88,0.01,1025.76,100.0
2023-04-04 10:00:00,1.91,56.85,15.79,0.0,1025.61,100.0
2023-04-04 11:00:00,2.11,56.25,16.13,0.0,1025.42,100.0
2023-04-04 12:00:00,2.42,55.4,17.13,0.0,1025.1,100.0
2023-04-04 13:00:00,2.53,54.6,16.74,0.02,1024.69,90.0
2023-04-04 14:00:00,2.44,55.65,16.93,0.0,1024.53,100.0
2023-04-04 15:00:00,2.4,55.95,16.52,0.0,1024.28,100.0
2023-04-04 16:00:00,2.04,58.3,14.96,0.0,1024.2,100.0
2023-04-04 17:00:00,1.51,59.95,12.55,0.0,1024.2,99.0
2023-04-04 18:00:00,0.78,63.9,10.46,0.0,1024.36,85.0
2023-04-04 19:00:00,0.26,66.7,9.68,0.0,1024.47,93.0
2023-04-04 20:00:00,-0.36,70.3,9.4,0.0,1024.45,87.0
2023-04-04 21:00:00,-0.9,71.55,6.92,0.0,1024.32,36.0
2023-04-04 22:00:00,-1.54,75.55,7.44,0.0,1024.2,3.0
2023-04-04 23:00:00,-1.93,77.15,6.62,0.0,1024.01,8.0
2023-04-05 00:00:00,-2.28,78.95,7.22,0.0,1023.72,63.0
2023-04-05 01:00:00,-2.51,81.45,6.32,0.0,1023.37,6.0
2023-04-05 02:00:00,-2.86,83.0,5.87,0.0,1023.18,0.0
2023-04-05 03:00:00,-2.93,83.6,5.85,0.0,1023.03,0.0
2023-04-05 04:00:00,-3.36,84.8,6.98,0.0,1022.98,6.0
2023-04-05 05:00:00,-2.76,84.55,6.64,0.0,1023.05,8.0
2023-04-05 06:00:00,-1.48,79.95,7.58,0.0,1023.03,11.0
2023-04-05 07:00:00,0.11,71.65,8.28,0.0,1022.97,19.0
2023-04-05 08:00:00,1.22,63.7,9.14,0.0,1022.85,33.0
2023-04-05 09:00:00,1.96,59.65,9.42,0.0,1022.75,74.0
2023-04-05 10:00:00,2.22,57.05,9.36,0.02,1022.68,93.0
2023-04-05 11:00:00,2.83,55.5,8.73,0.01,1022.51,96.0
2023-04-05 12:00:00,2.99,54.45,8.66,0.0,1022.48,100.0
2023-04-05 13:00:00,3.47,53.9,8.19,0.0,1022.25,100.0
2023-04-05 14:00:00,3.44,53.85,9.83,0.0,1022.15,99.0
2023-04-05 15:00:00,3.56,53.75,8.96,0.0,1022.15,100.0
2023-04-05 16:00:00,3.29,54.45,8.78,0.0,1022.29,100.0
2023-04-05 17:00:00,2.58,59.35,7.38,0.0,1022.5,96.0
2023-04-05 18:00:00,1.72,63.3,6.77,0.0,1022.96,85.0
2023-04-05 19:00:00,1.09,66.45,6.52,0.0,1023.35,92.0
2023-04-05 20:00:00,0.48,70.4,6.19,0.0,1023.53,99.0
2023-04-05 21:00:00,0.04,72.7,6.1,0.0,1023.44,30.0
2023-04-05 22:00:00,-0.6,75.25,6.24,0.0,1023.4,14.0
2023-04-05 23:00:00,-0.92,77.2,5.96,0.0,1023.43,19.0
2023-04-06 00:00:00,-1.27,78.55,5.69,0.0,1023.34,9.0
2023-04-06 01:00:00,-1.52,79.65,6.48,0.0,1023.1,87.0
2023-04-06 02:00:00,-1.8,80.55,6.0,0.0,1022.96,98.0
2023-04-06 03:00:00,-1.86,81.9,6.61,0.0,1022.85,100.0
2023-04-06 04:00:00,-2.02,82.55,7.0,0.0,1023.06,96.0
2023-04-06 05:00:00,-1.72,82.0,7.09,0.01,1023.06,100.0
2023-04-06 06:00:00,-0.38,78.9,8.46,0.01,1022.94,100.0
2023-04-06 07:00:00,1.19,70.65,10.5,0.03,1022.76,100.0
2023-04-06 08:00:00,2.11,65.75,12.69,0.06,1022.62,100.0
2023-04-06 09:00:00,2.85,61.75,14.05,0.08,1022.4,100.0
2023-04-06 10:00:00,3.44,61.6,17.05,0.09,1022.06,100.0
2023-04-06 11:00:00,3.58,63.9,17.28,0.14,1021.69,100.0
2023-04-06 12:00:00,3.74,65.0,17.39,0.14,1021.34,100.0
2023-04-06 13:00:00,3.82,66.9,18.46,0.13,1020.88,100.0
2023-04-06 14:00:00,3.92,68.4,18.43,0.18,1020.47,100.0
2023-04-06 15:00:00,3.82,70.1,17.07,0.22,1020.28,100.0
2023-04-06 16:00:00,3.56,72.6,16.87,0.14,1020.1,100.0
2023-04-06 17:00:00,3.23,74.6,15.07,0.13,1020.08,100.0
2023-04-06 18:00:00,2.8,78.2,13.61,0.15,1020.27,100.0
2023-04-06 19:00:00,2.6,81.1,14.22,0.2,1020.28,100.0
2023-04-06 20:00:00,2.38,84.8,13.52,0.2,1020.14,100.0
2023-04-06 21:00:00,2.28,86.45,13.79,0.24,1019.87,100.0
2023-04-06 22:00:00,2.34,88.5,12.91,0.29,1019.51,100.0
2023-04-06 23:00:00,2.38,89.9,12.89,0.24,1019.08,100.0
2023-04-07 00:00:00,2.48,90.8,12.98,0.22,1018.72,100.0
2023-04-07 01:00:00,2.64,91.05,13.63,0.17,1018.28,100.0
2023-04-07 02:00:00,2.71,91.7,13.34,0.14,1017.92,100.0
2023-04-07 03:00:00,2.72,94.45,12.88,0.1,1017.75,100.0
2023-04-07 04:00:00,2.83,95.7,13.4,0.13,1017.72,100.0
2023-04-07 05:00:00,2.97,95.85,14.15,0.2,1017.74,100.0
2023-04-07 06:00:00,3.4,95.85,13.34,0.16,1017.8,100.0
2023-04-07 07:00:00,3.74,96.35,14.24,0.14,1017.79,100.0
2023-04-07 08:00:00,4.39,94.8,14.22,0.11,1017.92,100.0
2023-04-07 09:00:00,5.03,93.6,14.96,0.1,1017.97,100.0
2023-04-07 10:00:00,5.82,91.4,15.05,0.14,1017.82,100.0
2023-04-07 11:00:00,6.5,90.15,15.16,0.12,1017.76,100.0
2023-04-07 12:00:00,7.02,88.8,15.32,0.21,1017.78,100.0
2023-04-07 13:00:00,7.41,87.2,16.46,0.16,1017.82,100.0
2023-04-07 14:00:00,7.7,85.25,15.68,0.18,1017.82,100.0
2023-04-07 15:00:00,7.72,84.35,15.86,0.12,1017.88,100.0
2023-04-07 16:00:00,7.54,85.75,14.8,0.18,1018.12,100.0
2023-04-07 17:00:00,7.0,87.8,15.38,0.16,1018.66,100.0
2023-04-07 18:00:00,6.43,88.55,14.71,0.13,1019.33,99.0
2023-04-07 19:00:00,6.1,88.9,13.45,0.12,1019.99,100.0
2023-04-07 20:00:00,5.72,90.35,14.38,0.08,1020.4,100.0
2023-04-07 21:00:00,5.14,91.15,13.56,0.1,1020.79,100.0
2023-04-07 22:00:00,4.76,91.45,13.19,0.06,1021.25,54.0
2023-04-07 23:00:00,4.56,91.25,12.84,0.03,1021.52,100.0
2023-04-08 00:00:00,3.95,92.35,12.08,0.0,1021.68,13.0
2023-04-08 01:00:00,3.68,92.75,10.08,0.01,1021.95,47.0
2023-04-08 02:00:00,3.38,93.15,9.96,0.02,1022.21,2.0
2023-04-08 03:00:00,3.2,94.25,8.6,0.02,1022.51,27.0
2023-04-08 04:00:00,2.82,94.3,9.18,0.02,1022.92,17.0
2023-04-08 05:00:00,3.13,93.85,9.49,0.01,1023.46,3.0
2023-04-08 06:00:00,4.06,90.7,10.44,0.0,1023.85,28.0
2023-04-08 07:00:00,5.1,85.85,11.1,0.0,1024.34,93.0
2023-04-08 08:00:00,6.16,81.85,10.96,0.03,1024.62,97.0
2023-04-08 09:00:00,7.14,77.65,10.62,0.03,1024.84,100.0
2023-04-08 10:00:00,8.22,72.35,10.14,0.02,1024.99,100.0
2023-04-08 11:00:00,9.06,67.7,10.96,0.01,1024.82,99.0
2023-04-08 12:00:00,9.58,65.65,11.07,0.02,1024.76,99.0
2023-04-08 13:00:00,10.08,63.25,10.94,0.0,1024.52,77.0
2023-04-08 14:00:00,10.24,62.45,10.62,0.02,1024.34,77.0
2023-04-08 15:00:00,10.24,62.75,10.64,0.0,1024.22,74.0
2023-04-08 16:00:00,9.85,64.95,10.01,0.0,1024.3,20.0
2023-04-08 17:00:00,9.1,69.55,9.18,0.03,1024.62,28.0
2023-04-08 18:00:00,7.96,75.05,8.48,0.02,1025.04,98.0
2023-04-08 19:00:00,7.14,82.9,9.22,0.04,1025.49,100.0
2023-04-08 20:00:00,6.83,85.35,8.09,0.08,1025.46,100.0
2023-04-08 21:00:00,6.5,87.85,8.08,0.08,1025.49,100.0
2023-04-08 22:00:00,6.22,88.55,8.25,0.13,1025.54,100.0
2023-04-08 23:00:00,6.0,89.65,8.54,0.12,1025.45,100.0
2023-04-09 00:00:00,5.67,91.5,8.93,0.08,1025.3,92.0
2023-04-09 01:00:00,5.5,92.6,8.88,0.06,1025.25,87.0
2023-04-09 02:00:00,5.22,93.2,9.14,0.04,1025.28,91.0
2023-04-09 03:00:00,5.07,93.75,8.76,0.06,1025.16,97.0
2023-04-09 04:00:00,5.01,93.6,7.9,0.12,1025.14,79.0
2023-04-09 05:00:00,5.14,94.2,8.82,0.13,1025.27,88.0
2023-04-09 06:00:00,5.7,92.7,9.02,0.03,1025.42,100.0
2023-04-09 07:00:00,6.77,88.9,8.78,0.0,1025.65,99.0
2023-04-09 08:00:00,7.71,85.8,9.63,0.02,1025.71,100.0
2023-04-09 09:00:00,8.38,82.45,8.88,0.03,1025.73,30.0
2023-04-09 10:00:00,9.08,80.95,9.11,0.03,1025.69,100.0
2023-04-09 11:00:00,9.72,77.25,9.45,0.06,1025.51,100.0
2023-04-09 12:00:00,10.4,76.0,9.2,0.04,1025.46,53.0
2023-04-09 13:00:00,10.77,71.55,8.48,0.01,1025.29,99.0
2023-04-09 14:00:00,10.84,71.45,9.31,0.02,1025.08,90.0
2023-04-09 15:00:00,10.66,72.2,8.48,0.05,1024.84,82.0
2023-04-09 16:00:00,10.33,73.65,10.24,0.08,1024.89,100.0
2023-04-09 17:00:00,9.3,78.7,8.88,0.02,1025.06,85.0
2023-04-09 18:00:00,8.4,82.75,7.94,0.0,1025.6,49.0
2023-04-09 19:00:00,7.63,85.7,8.21,0.0,1026.03,54.0
2023-04-09 20:00:00,7.14,88.4,7.88,0.0,1026.14,54.0
2023-04-09 21:00:00,6.64,91.2,6.44,0.02,1026.16,26.0
2023-04-09 22:00:00,5.86,92.85,6.74,0.03,1026.15,100.0
2023-04-09 23:00:00,5.66,93.7,6.08,0.0,1026.15,100.0
