"Area","MTU","Biomass - Actual Aggregated [MW]","Energy storage - Actual Aggregated [MW]","Fossil Brown coal/Lignite - Actual Aggregated [MW]","Fossil Coal-derived gas - Actual Aggregated [MW]","Fossil Gas - Actual Aggregated [MW]","Fossil Hard coal - Actual Aggregated [MW]","Fossil Oil - Actual Aggregated [MW]","Fossil Oil shale - Actual Aggregated [MW]","Fossil Peat - Actual Aggregated [MW]","Geothermal - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Consumption [MW]","Hydro Run-of-river and poundage - Actual Aggregated [MW]","Hydro Water Reservoir - Actual Aggregated [MW]","Marine - Actual Aggregated [MW]","Nuclear - Actual Aggregated [MW]","Other - Actual Aggregated [MW]","Other renewable - Actual Aggregated [MW]","Solar - Actual Aggregated [MW]","Waste - Actual Aggregated [MW]","Wind Offshore - Actual Aggregated [MW]","Wind Onshore - Actual Aggregated [MW]"
"Norway (NO)","11.09.2024 19:00 - 11.09.2024 20:00 (CET/CEST)","0","n/e","n/e","n/e","140","n/e","n/e","n/e","n/e","n/e","98","","4162","11691","n/e","n/e","0","48","0","28","n/e","2965"
"Norway (NO)","11.09.2024 20:00 - 11.09.2024 21:00 (CET/CEST)","0","n/e","n/e","n/e","134","n/e","n/e","n/e","n/e","n/e","92","","4119","10873","n/e","n/e","0","46","0","28","n/e","2868"
"Norway (NO)","11.09.2024 21:00 - 11.09.2024 22:00 (CET/CEST)","0","n/e","n/e","n/e","136","n/e","n/e","n/e","n/e","n/e","93","","4149","10283","n/e","n/e","0","44","0","28","n/e","2996"
"Norway (NO)","11.09.2024 22:00 - 11.09.2024 23:00 (CET/CEST)","0","n/e","n/e","n/e","135","n/e","n/e","n/e","n/e","n/e","93","","4180","9860","n/e","n/e","0","46","0","29","n/e","2618"
"Norway (NO)","11.09.2024 23:00 - 12.09.2024 00:00 (CET/CEST)","0","n/e","n/e","n/e","135","n/e","n/e","n/e","n/e","n/e","94","","4138","9726","n/e","n/e","0","47","0","27","n/e","2230"
"Norway (NO)","12.09.2024 00:00 - 12.09.2024 01:00 (CET/CEST)","0","n/e","n/e","n/e","136","n/e","n/e","n/e","n/e","n/e","93","","4093","8905","n/e","n/e","0","30","0","31","n/e","2051"
"Norway (NO)","12.09.2024 01:00 - 12.09.2024 02:00 (CET/CEST)","0","n/e","n/e","n/e","141","n/e","n/e","n/e","n/e","n/e","98","","4134","9049","n/e","n/e","0","34","0","37","n/e","1890"
"Norway (NO)","12.09.2024 02:00 - 12.09.2024 03:00 (CET/CEST)","0","n/e","n/e","n/e","135","n/e","n/e","n/e","n/e","n/e","93","","4150","8970","n/e","n/e","0","46","0","35","n/e","1845"
"Norway (NO)","12.09.2024 03:00 - 12.09.2024 04:00 (CET/CEST)","0","n/e","n/e","n/e","135","n/e","n/e","n/e","n/e","n/e","114","","4145","8938","n/e","n/e","0","49","0","31","n/e","1976"
"Norway (NO)","12.09.2024 04:00 - 12.09.2024 05:00 (CET/CEST)","0","n/e","n/e","n/e","134","n/e","n/e","n/e","n/e","n/e","116","","4153","9349","n/e","n/e","0","47","0","35","n/e","1886"
"Norway (NO)","12.09.2024 05:00 - 12.09.2024 06:00 (CET/CEST)","0","n/e","n/e","n/e","131","n/e","n/e","n/e","n/e","n/e","94","","4116","9340","n/e","n/e","0","40","0","38","n/e","1992"
"Norway (NO)","12.09.2024 06:00 - 12.09.2024 07:00 (CET/CEST)","0","n/e","n/e","n/e","128","n/e","n/e","n/e","n/e","n/e","120","","4071","9869","n/e","n/e","0","37","0","35","n/e","2542"
"Norway (NO)","12.09.2024 07:00 - 12.09.2024 08:00 (CET/CEST)","0","n/e","n/e","n/e","128","n/e","n/e","n/e","n/e","n/e","92","","4160","11080","n/e","n/e","0","40","0","30","n/e","2621"
"Norway (NO)","12.09.2024 08:00 - 12.09.2024 09:00 (CET/CEST)","0","n/e","n/e","n/e","134","n/e","n/e","n/e","n/e","n/e","97","","4207","12080","n/e","n/e","0","43","1","37","n/e","2454"
"Norway (NO)","12.09.2024 09:00 - 12.09.2024 10:00 (CET/CEST)","0","n/e","n/e","n/e","134","n/e","n/e","n/e","n/e","n/e","138","","4198","11895","n/e","n/e","0","44","2","36","n/e","2341"
"Norway (NO)","12.09.2024 10:00 - 12.09.2024 11:00 (CET/CEST)","0","n/e","n/e","n/e","127","n/e","n/e","n/e","n/e","n/e","86","","4162","11627","n/e","n/e","0","40","2","34","n/e","2314"
"Norway (NO)","12.09.2024 11:00 - 12.09.2024 12:00 (CET/CEST)","0","n/e","n/e","n/e","124","n/e","n/e","n/e","n/e","n/e","52","","4152","11276","n/e","n/e","0","48","3","24","n/e","2307"
"Norway (NO)","12.09.2024 12:00 - 12.09.2024 13:00 (CET/CEST)","0","n/e","n/e","n/e","129","n/e","n/e","n/e","n/e","n/e","91","","4199","10831","n/e","n/e","0","52","3","37","n/e","2367"
"Norway (NO)","12.09.2024 13:00 - 12.09.2024 14:00 (CET/CEST)","0","n/e","n/e","n/e","133","n/e","n/e","n/e","n/e","n/e","126","","4186","10878","n/e","n/e","0","42","3","36","n/e","2575"
"Norway (NO)","12.09.2024 14:00 - 12.09.2024 15:00 (CET/CEST)","0","n/e","n/e","n/e","131","n/e","n/e","n/e","n/e","n/e","121","","4156","10704","n/e","n/e","0","34","3","33","n/e","2535"
"Norway (NO)","12.09.2024 15:00 - 12.09.2024 16:00 (CET/CEST)","0","n/e","n/e","n/e","129","n/e","n/e","n/e","n/e","n/e","121","","4112","10886","n/e","n/e","0","48","1","31","n/e","2464"
"Norway (NO)","12.09.2024 16:00 - 12.09.2024 17:00 (CET/CEST)","0","n/e","n/e","n/e","131","n/e","n/e","n/e","n/e","n/e","97","","4177","11134","n/e","n/e","0","45","0","33","n/e","2673"
"Norway (NO)","12.09.2024 17:00 - 12.09.2024 18:00 (CET/CEST)","0","n/e","n/e","n/e","133","n/e","n/e","n/e","n/e","n/e","128","","4178","11533","n/e","n/e","0","48","0","36","n/e","2736"
"Norway (NO)","12.09.2024 18:00 - 12.09.2024 19:00 (CET/CEST)","0","n/e","n/e","n/e","136","n/e","n/e","n/e","n/e","n/e","100","","4165","12116","n/e","n/e","0","46","0","35","n/e","2515"
"Norway (NO)","12.09.2024 19:00 - 12.09.2024 20:00 (CET/CEST)","0","n/e","n/e","n/e","138","n/e","n/e","n/e","n/e","n/e","98","","4183","12057","n/e","n/e","0","50","0","34","n/e","2401"
"Norway (NO)","12.09.2024 20:00 - 12.09.2024 21:00 (CET/CEST)","0","n/e","n/e","n/e","135","n/e","n/e","n/e","n/e","n/e","98","","4174","12012","n/e","n/e","0","45","0","31","n/e","2242"
"Norway (NO)","12.09.2024 21:00 - 12.09.2024 22:00 (CET/CEST)","0","n/e","n/e","n/e","140","n/e","n/e","n/e","n/e","n/e","97","","4154","11498","n/e","n/e","0","39","0","29","n/e","2431"
"Norway (NO)","12.09.2024 22:00 - 12.09.2024 23:00 (CET/CEST)","0","n/e","n/e","n/e","146","n/e","n/e","n/e","n/e","n/e","106","","4106","10747","n/e","n/e","0","40","0","34","n/e","2389"
"Norway (NO)","12.09.2024 23:00 - 13.09.2024 00:00 (CET/CEST)","0","n/e","n/e","n/e","147","n/e","n/e","n/e","n/e","n/e","107","","4089","10465","n/e","n/e","0","45","0","33","n/e","2349"
"Norway (NO)","13.09.2024 00:00 - 13.09.2024 01:00 (CET/CEST)","0","n/e","n/e","n/e","177","n/e","n/e","n/e","n/e","n/e","102","","4145","10171","n/e","n/e","0","42","0","34","n/e","2352"
"Norway (NO)","13.09.2024 01:00 - 13.09.2024 02:00 (CET/CEST)","0","n/e","n/e","n/e","178","n/e","n/e","n/e","n/e","n/e","102","","4146","10376","n/e","n/e","0","40","0","38","n/e","2206"
"Norway (NO)","13.09.2024 02:00 - 13.09.2024 03:00 (CET/CEST)","0","n/e","n/e","n/e","174","n/e","n/e","n/e","n/e","n/e","101","","4150","10283","n/e","n/e","0","43","0","40","n/e","2036"
"Norway (NO)","13.09.2024 03:00 - 13.09.2024 04:00 (CET/CEST)","0","n/e","n/e","n/e","170","n/e","n/e","n/e","n/e","n/e","102","","4105","10484","n/e","n/e","0","49","0","37","n/e","1940"
"Norway (NO)","13.09.2024 04:00 - 13.09.2024 05:00 (CET/CEST)","0","n/e","n/e","n/e","169","n/e","n/e","n/e","n/e","n/e","102","","4078","10583","n/e","n/e","0","46","0","40","n/e","1917"
"Norway (NO)","13.09.2024 05:00 - 13.09.2024 06:00 (CET/CEST)","0","n/e","n/e","n/e","174","n/e","n/e","n/e","n/e","n/e","101","","4055","11106","n/e","n/e","0","45","0","42","n/e","1943"
"Norway (NO)","13.09.2024 06:00 - 13.09.2024 07:00 (CET/CEST)","0","n/e","n/e","n/e","174","n/e","n/e","n/e","n/e","n/e","140","","4045","12389","n/e","n/e","0","42","0","44","n/e","2061"
"Norway (NO)","13.09.2024 07:00 - 13.09.2024 08:00 (CET/CEST)","0","n/e","n/e","n/e","175","n/e","n/e","n/e","n/e","n/e","302","","4077","13759","n/e","n/e","0","48","0","38","n/e","1867"
"Norway (NO)","13.09.2024 08:00 - 13.09.2024 09:00 (CET/CEST)","0","n/e","n/e","n/e","172","n/e","n/e","n/e","n/e","n/e","342","","4052","14410","n/e","n/e","0","48","1","38","n/e","1691"
"Norway (NO)","13.09.2024 09:00 - 13.09.2024 10:00 (CET/CEST)","0","n/e","n/e","n/e","171","n/e","n/e","n/e","n/e","n/e","333","","4052","13879","n/e","n/e","0","48","2","38","n/e","1661"
"Norway (NO)","13.09.2024 10:00 - 13.09.2024 11:00 (CET/CEST)","0","n/e","n/e","n/e","170","n/e","n/e","n/e","n/e","n/e","190","","4050","13275","n/e","n/e","0","42","3","37","n/e","1799"
"Norway (NO)","13.09.2024 11:00 - 13.09.2024 12:00 (CET/CEST)","0","n/e","n/e","n/e","170","n/e","n/e","n/e","n/e","n/e","180","","4028","12383","n/e","n/e","0","38","3","37","n/e","1922"
"Norway (NO)","13.09.2024 12:00 - 13.09.2024 13:00 (CET/CEST)","0","n/e","n/e","n/e","170","n/e","n/e","n/e","n/e","n/e","178","","3958","12433","n/e","n/e","0","43","3","40","n/e","2026"
"Norway (NO)","13.09.2024 13:00 - 13.09.2024 14:00 (CET/CEST)","0","n/e","n/e","n/e","170","n/e","n/e","n/e","n/e","n/e","114","","3955","12305","n/e","n/e","0","46","3","39","n/e","1963"
"Norway (NO)","13.09.2024 14:00 - 13.09.2024 15:00 (CET/CEST)","0","n/e","n/e","n/e","170","n/e","n/e","n/e","n/e","n/e","114","","3964","12404","n/e","n/e","0","44","3","37","n/e","2086"
"Norway (NO)","13.09.2024 15:00 - 13.09.2024 16:00 (CET/CEST)","0","n/e","n/e","n/e","171","n/e","n/e","n/e","n/e","n/e","113","","3938","12163","n/e","n/e","0","49","2","38","n/e","2013"
"Norway (NO)","13.09.2024 16:00 - 13.09.2024 17:00 (CET/CEST)","0","n/e","n/e","n/e","171","n/e","n/e","n/e","n/e","n/e","115","","3957","12598","n/e","n/e","0","45","1","36","n/e","1984"
"Norway (NO)","13.09.2024 17:00 - 13.09.2024 18:00 (CET/CEST)","0","n/e","n/e","n/e","172","n/e","n/e","n/e","n/e","n/e","177","","3957","12702","n/e","n/e","0","45","0","37","n/e","1855"
"Norway (NO)","13.09.2024 18:00 - 13.09.2024 19:00 (CET/CEST)","0","n/e","n/e","n/e","171","n/e","n/e","n/e","n/e","n/e","183","","3943","13216","n/e","n/e","0","47","0","38","n/e","1657"
"Norway (NO)","13.09.2024 19:00 - 13.09.2024 20:00 (CET/CEST)","0","n/e","n/e","n/e","171","n/e","n/e","n/e","n/e","n/e","156","","3956","13509","n/e","n/e","0","52","0","38","n/e","1495"
"Norway (NO)","13.09.2024 20:00 - 13.09.2024 21:00 (CET/CEST)","0","n/e","n/e","n/e","173","n/e","n/e","n/e","n/e","n/e","156","","3923","13156","n/e","n/e","0","44","0","38","n/e","1445"
"Norway (NO)","13.09.2024 21:00 - 13.09.2024 22:00 (CET/CEST)","0","n/e","n/e","n/e","172","n/e","n/e","n/e","n/e","n/e","157","","3854","12679","n/e","n/e","0","45","0","37","n/e","1362"
"Norway (NO)","13.09.2024 22:00 - 13.09.2024 23:00 (CET/CEST)","0","n/e","n/e","n/e","171","n/e","n/e","n/e","n/e","n/e","156","","3813","11819","n/e","n/e","0","47","0","36","n/e","1276"
"Norway (NO)","13.09.2024 23:00 - 14.09.2024 00:00 (CET/CEST)","0","n/e","n/e","n/e","171","n/e","n/e","n/e","n/e","n/e","161","","3795","10783","n/e","n/e","0","46","0","32","n/e","1239"
"Norway (NO)","14.09.2024 00:00 - 14.09.2024 01:00 (CET/CEST)","0","n/e","n/e","n/e","185","n/e","n/e","n/e","n/e","n/e","146","","3760","10521","n/e","n/e","0","46","0","26","n/e","1265"
"Norway (NO)","14.09.2024 01:00 - 14.09.2024 02:00 (CET/CEST)","0","n/e","n/e","n/e","178","n/e","n/e","n/e","n/e","n/e","35","","3740","10734","n/e","n/e","0","53","0","29","n/e","1249"
"Norway (NO)","14.09.2024 02:00 - 14.09.2024 03:00 (CET/CEST)","0","n/e","n/e","n/e","171","n/e","n/e","n/e","n/e","n/e","34","","3724","10482","n/e","n/e","0","52","0","30","n/e","1265"
"Norway (NO)","14.09.2024 03:00 - 14.09.2024 04:00 (CET/CEST)","0","n/e","n/e","n/e","184","n/e","n/e","n/e","n/e","n/e","34","","3715","10379","n/e","n/e","0","48","0","29","n/e","1241"
"Norway (NO)","14.09.2024 04:00 - 14.09.2024 05:00 (CET/CEST)","0","n/e","n/e","n/e","172","n/e","n/e","n/e","n/e","n/e","34","","3681","10268","n/e","n/e","0","38","0","30","n/e","1193"
"Norway (NO)","14.09.2024 05:00 - 14.09.2024 06:00 (CET/CEST)","0","n/e","n/e","n/e","172","n/e","n/e","n/e","n/e","n/e","34","","3647","10505","n/e","n/e","0","55","0","30","n/e","1136"
"Norway (NO)","14.09.2024 06:00 - 14.09.2024 07:00 (CET/CEST)","0","n/e","n/e","n/e","182","n/e","n/e","n/e","n/e","n/e","34","","3621","10466","n/e","n/e","0","55","0","28","n/e","1080"
"Norway (NO)","14.09.2024 07:00 - 14.09.2024 08:00 (CET/CEST)","0","n/e","n/e","n/e","187","n/e","n/e","n/e","n/e","n/e","35","","3666","10739","n/e","n/e","0","45","0","26","n/e","1147"
"Norway (NO)","14.09.2024 08:00 - 14.09.2024 09:00 (CET/CEST)","0","n/e","n/e","n/e","186","n/e","n/e","n/e","n/e","n/e","88","","3646","11412","n/e","n/e","0","43","0","30","n/e","1085"
"Norway (NO)","14.09.2024 09:00 - 14.09.2024 10:00 (CET/CEST)","0","n/e","n/e","n/e","187","n/e","n/e","n/e","n/e","n/e","88","","3641","11821","n/e","n/e","0","44","1","31","n/e","1015"
"Norway (NO)","14.09.2024 10:00 - 14.09.2024 11:00 (CET/CEST)","0","n/e","n/e","n/e","187","n/e","n/e","n/e","n/e","n/e","87","","3609","10936","n/e","n/e","0","44","2","27","n/e","1030"
"Norway (NO)","14.09.2024 11:00 - 14.09.2024 12:00 (CET/CEST)","0","n/e","n/e","n/e","185","n/e","n/e","n/e","n/e","n/e","85","","3579","8628","n/e","n/e","0","44","2","23","n/e","1129"
"Norway (NO)","14.09.2024 12:00 - 14.09.2024 13:00 (CET/CEST)","0","n/e","n/e","n/e","187","n/e","n/e","n/e","n/e","n/e","33","","3492","7272","n/e","n/e","0","43","2","23","n/e","1157"
"Norway (NO)","14.09.2024 13:00 - 14.09.2024 14:00 (CET/CEST)","0","n/e","n/e","n/e","187","n/e","n/e","n/e","n/e","n/e","34","","3426","6420","n/e","n/e","0","46","2","25","n/e","1172"
"Norway (NO)","14.09.2024 14:00 - 14.09.2024 15:00 (CET/CEST)","0","n/e","n/e","n/e","173","n/e","n/e","n/e","n/e","n/e","34","","3421","6489","n/e","n/e","0","44","2","28","n/e","1107"
"Norway (NO)","14.09.2024 15:00 - 14.09.2024 16:00 (CET/CEST)","0","n/e","n/e","n/e","182","n/e","n/e","n/e","n/e","n/e","35","","3434","7155","n/e","n/e","0","44","1","40","n/e","1032"
"Norway (NO)","14.09.2024 16:00 - 14.09.2024 17:00 (CET/CEST)","0","n/e","n/e","n/e","187","n/e","n/e","n/e","n/e","n/e","89","","3557","9066","n/e","n/e","0","55","0","34","n/e","1085"
"Norway (NO)","14.09.2024 17:00 - 14.09.2024 18:00 (CET/CEST)","0","n/e","n/e","n/e","187","n/e","n/e","n/e","n/e","n/e","90","","3604","11777","n/e","n/e","0","52","0","37","n/e","1165"
"Norway (NO)","14.09.2024 18:00 - 14.09.2024 19:00 (CET/CEST)","0","n/e","n/e","n/e","174","n/e","n/e","n/e","n/e","n/e","90","","3593","12974","n/e","n/e","0","41","0","36","n/e","1300"
"Norway (NO)","14.09.2024 19:00 - 14.09.2024 20:00 (CET/CEST)","0","n/e","n/e","n/e","175","n/e","n/e","n/e","n/e","n/e","89","","3577","12894","n/e","n/e","0","42","0","34","n/e","1509"
"Norway (NO)","14.09.2024 20:00 - 14.09.2024 21:00 (CET/CEST)","0","n/e","n/e","n/e","176","n/e","n/e","n/e","n/e","n/e","89","","3557","12409","n/e","n/e","0","44","0","33","n/e","1698"
"Norway (NO)","14.09.2024 21:00 - 14.09.2024 22:00 (CET/CEST)","0","n/e","n/e","n/e","176","n/e","n/e","n/e","n/e","n/e","90","","3518","11816","n/e","n/e","0","44","0","39","n/e","1958"
"Norway (NO)","14.09.2024 22:00 - 14.09.2024 23:00 (CET/CEST)","0","n/e","n/e","n/e","177","n/e","n/e","n/e","n/e","n/e","89","","3509","11315","n/e","n/e","0","50","0","38","n/e","1945"
"Norway (NO)","14.09.2024 23:00 - 15.09.2024 00:00 (CET/CEST)","0","n/e","n/e","n/e","190","n/e","n/e","n/e","n/e","n/e","89","","3499","10910","n/e","n/e","0","39","0","36","n/e","1938"
"Norway (NO)","15.09.2024 00:00 - 15.09.2024 01:00 (CET/CEST)","0","n/e","n/e","n/e","191","n/e","n/e","n/e","n/e","n/e","89","","3497","10477","n/e","n/e","0","42","0","28","n/e","1887"
"Norway (NO)","15.09.2024 01:00 - 15.09.2024 02:00 (CET/CEST)","0","n/e","n/e","n/e","176","n/e","n/e","n/e","n/e","n/e","89","","3491","10168","n/e","n/e","0","42","0","28","n/e","1862"
"Norway (NO)","15.09.2024 02:00 - 15.09.2024 03:00 (CET/CEST)","0","n/e","n/e","n/e","176","n/e","n/e","n/e","n/e","n/e","89","","3496","9882","n/e","n/e","0","39","0","27","n/e","1808"
"Norway (NO)","15.09.2024 03:00 - 15.09.2024 04:00 (CET/CEST)","0","n/e","n/e","n/e","185","n/e","n/e","n/e","n/e","n/e","90","","3485","9901","n/e","n/e","0","41","0","27","n/e","1601"
"Norway (NO)","15.09.2024 04:00 - 15.09.2024 05:00 (CET/CEST)","0","n/e","n/e","n/e","191","n/e","n/e","n/e","n/e","n/e","91","","3471","10593","n/e","n/e","0","49","0","27","n/e","1457"
"Norway (NO)","15.09.2024 05:00 - 15.09.2024 06:00 (CET/CEST)","0","n/e","n/e","n/e","186","n/e","n/e","n/e","n/e","n/e","89","","3459","10878","n/e","n/e","0","60","0","27","n/e","1407"
"Norway (NO)","15.09.2024 06:00 - 15.09.2024 07:00 (CET/CEST)","0","n/e","n/e","n/e","187","n/e","n/e","n/e","n/e","n/e","89","","3468","10542","n/e","n/e","0","50","0","30","n/e","1520"
"Norway (NO)","15.09.2024 07:00 - 15.09.2024 08:00 (CET/CEST)","0","n/e","n/e","n/e","189","n/e","n/e","n/e","n/e","n/e","88","","3470","10014","n/e","n/e","0","47","0","35","n/e","1642"
"Norway (NO)","15.09.2024 08:00 - 15.09.2024 09:00 (CET/CEST)","0","n/e","n/e","n/e","178","n/e","n/e","n/e","n/e","n/e","89","","3531","10475","n/e","n/e","0","38","0","37","n/e","1641"
"Norway (NO)","15.09.2024 09:00 - 15.09.2024 10:00 (CET/CEST)","0","n/e","n/e","n/e","178","n/e","n/e","n/e","n/e","n/e","89","","3540","10614","n/e","n/e","0","40","1","34","n/e","1683"
"Norway (NO)","15.09.2024 10:00 - 15.09.2024 11:00 (CET/CEST)","0","n/e","n/e","n/e","187","n/e","n/e","n/e","n/e","n/e","33","","3532","8690","n/e","n/e","0","45","1","34","n/e","1587"
"Norway (NO)","15.09.2024 11:00 - 15.09.2024 12:00 (CET/CEST)","0","n/e","n/e","n/e","190","n/e","n/e","n/e","n/e","n/e","7","","3558","7294","n/e","n/e","0","42","2","33","n/e","1433"
"Norway (NO)","15.09.2024 12:00 - 15.09.2024 13:00 (CET/CEST)","0","n/e","n/e","n/e","185","n/e","n/e","n/e","n/e","n/e","0","","3596","7098","n/e","n/e","0","39","1","30","n/e","1416"
"Norway (NO)","15.09.2024 13:00 - 15.09.2024 14:00 (CET/CEST)","0","n/e","n/e","n/e","184","n/e","n/e","n/e","n/e","n/e","0","","3578","6960","n/e","n/e","0","40","2","29","n/e","1392"
"Norway (NO)","15.09.2024 14:00 - 15.09.2024 15:00 (CET/CEST)","0","n/e","n/e","n/e","181","n/e","n/e","n/e","n/e","n/e","2","","3616","7673","n/e","n/e","0","45","2","30","n/e","1332"
"Norway (NO)","15.09.2024 15:00 - 15.09.2024 16:00 (CET/CEST)","0","n/e","n/e","n/e","178","n/e","n/e","n/e","n/e","n/e","72","","3643","8508","n/e","n/e","0","42","0","26","n/e","1304"
"Norway (NO)","15.09.2024 16:00 - 15.09.2024 17:00 (CET/CEST)","0","n/e","n/e","n/e","171","n/e","n/e","n/e","n/e","n/e","74","","3679","10399","n/e","n/e","0","42","0","25","n/e","1222"
"Norway (NO)","15.09.2024 17:00 - 15.09.2024 18:00 (CET/CEST)","0","n/e","n/e","n/e","187","n/e","n/e","n/e","n/e","n/e","75","","3733","12472","n/e","n/e","0","37","0","22","n/e","1082"
"Norway (NO)","15.09.2024 18:00 - 15.09.2024 19:00 (CET/CEST)","0","n/e","n/e","n/e","188","n/e","n/e","n/e","n/e","n/e","75","","3761","13319","n/e","n/e","0","41","0","23","n/e","966"
"Norway (NO)","15.09.2024 19:00 - 15.09.2024 20:00 (CET/CEST)","0","n/e","n/e","n/e","189","n/e","n/e","n/e","n/e","n/e","75","","3808","13758","n/e","n/e","0","38","0","24","n/e","805"
"Norway (NO)","15.09.2024 20:00 - 15.09.2024 21:00 (CET/CEST)","0","n/e","n/e","n/e","189","n/e","n/e","n/e","n/e","n/e","75","","3828","13474","n/e","n/e","0","40","0","24","n/e","620"
"Norway (NO)","15.09.2024 21:00 - 15.09.2024 22:00 (CET/CEST)","0","n/e","n/e","n/e","189","n/e","n/e","n/e","n/e","n/e","75","","3866","12680","n/e","n/e","0","38","0","24","n/e","424"
"Norway (NO)","15.09.2024 22:00 - 15.09.2024 23:00 (CET/CEST)","0","n/e","n/e","n/e","188","n/e","n/e","n/e","n/e","n/e","87","","3879","12224","n/e","n/e","0","41","0","23","n/e","337"
"Norway (NO)","15.09.2024 23:00 - 16.09.2024 00:00 (CET/CEST)","0","n/e","n/e","n/e","189","n/e","n/e","n/e","n/e","n/e","102","","3853","11778","n/e","n/e","0","43","0","24","n/e","273"
"Norway (NO)","16.09.2024 00:00 - 16.09.2024 01:00 (CET/CEST)","0","n/e","n/e","n/e","179","n/e","n/e","n/e","n/e","n/e","120","","3794","11901","n/e","n/e","0","47","0","29","n/e","269"
"Norway (NO)","16.09.2024 01:00 - 16.09.2024 02:00 (CET/CEST)","0","n/e","n/e","n/e","178","n/e","n/e","n/e","n/e","n/e","116","","3785","11534","n/e","n/e","0","38","0","31","n/e","271"
"Norway (NO)","16.09.2024 02:00 - 16.09.2024 03:00 (CET/CEST)","0","n/e","n/e","n/e","178","n/e","n/e","n/e","n/e","n/e","130","","3789","11572","n/e","n/e","0","18","0","32","n/e","272"
"Norway (NO)","16.09.2024 03:00 - 16.09.2024 04:00 (CET/CEST)","0","n/e","n/e","n/e","178","n/e","n/e","n/e","n/e","n/e","121","","3793","11622","n/e","n/e","0","19","0","30","n/e","310"
"Norway (NO)","16.09.2024 04:00 - 16.09.2024 05:00 (CET/CEST)","0","n/e","n/e","n/e","177","n/e","n/e","n/e","n/e","n/e","123","","3787","11997","n/e","n/e","0","21","0","32","n/e","338"
"Norway (NO)","16.09.2024 05:00 - 16.09.2024 06:00 (CET/CEST)","0","n/e","n/e","n/e","180","n/e","n/e","n/e","n/e","n/e","143","","3770","12490","n/e","n/e","0","25","0","33","n/e","303"
"Norway (NO)","16.09.2024 06:00 - 16.09.2024 07:00 (CET/CEST)","0","n/e","n/e","n/e","180","n/e","n/e","n/e","n/e","n/e","160","","3814","13274","n/e","n/e","0","24","0","33","n/e","334"
"Norway (NO)","16.09.2024 07:00 - 16.09.2024 08:00 (CET/CEST)","0","n/e","n/e","n/e","181","n/e","n/e","n/e","n/e","n/e","227","","3842","14603","n/e","n/e","0","20","0","35","n/e","377"
"Norway (NO)","16.09.2024 08:00 - 16.09.2024 09:00 (CET/CEST)","0","n/e","n/e","n/e","182","n/e","n/e","n/e","n/e","n/e","307","","3811","15270","n/e","n/e","0","21","0","34","n/e","415"
"Norway (NO)","16.09.2024 09:00 - 16.09.2024 10:00 (CET/CEST)","0","n/e","n/e","n/e","174","n/e","n/e","n/e","n/e","n/e","276","","3780","14544","n/e","n/e","0","22","0","36","n/e","450"
"Norway (NO)","16.09.2024 10:00 - 16.09.2024 11:00 (CET/CEST)","0","n/e","n/e","n/e","182","n/e","n/e","n/e","n/e","n/e","292","","3714","13928","n/e","n/e","0","22","1","35","n/e","451"
"Norway (NO)","16.09.2024 11:00 - 16.09.2024 12:00 (CET/CEST)","0","n/e","n/e","n/e","183","n/e","n/e","n/e","n/e","n/e","217","","3586","13184","n/e","n/e","0","22","1","33","n/e","456"
"Norway (NO)","16.09.2024 12:00 - 16.09.2024 13:00 (CET/CEST)","0","n/e","n/e","n/e","182","n/e","n/e","n/e","n/e","n/e","318","","3716","13322","n/e","n/e","0","55","2","35","n/e","442"
"Norway (NO)","16.09.2024 13:00 - 16.09.2024 14:00 (CET/CEST)","0","n/e","n/e","n/e","185","n/e","n/e","n/e","n/e","n/e","306","","3744","13545","n/e","n/e","0","45","2","30","n/e","489"
"Norway (NO)","16.09.2024 14:00 - 16.09.2024 15:00 (CET/CEST)","0","n/e","n/e","n/e","184","n/e","n/e","n/e","n/e","n/e","149","","3739","13646","n/e","n/e","0","43","1","27","n/e","497"
"Norway (NO)","16.09.2024 15:00 - 16.09.2024 16:00 (CET/CEST)","0","n/e","n/e","n/e","180","n/e","n/e","n/e","n/e","n/e","143","","3693","13881","n/e","n/e","0","48","0","23","n/e","620"
"Norway (NO)","16.09.2024 16:00 - 16.09.2024 17:00 (CET/CEST)","0","n/e","n/e","n/e","179","n/e","n/e","n/e","n/e","n/e","144","","3704","13780","n/e","n/e","0","45","0","22","n/e","842"
"Norway (NO)","16.09.2024 17:00 - 16.09.2024 18:00 (CET/CEST)","0","n/e","n/e","n/e","171","n/e","n/e","n/e","n/e","n/e","144","","3725","13665","n/e","n/e","0","45","0","22","n/e","931"
"Norway (NO)","16.09.2024 18:00 - 16.09.2024 19:00 (CET/CEST)","0","n/e","n/e","n/e","185","n/e","n/e","n/e","n/e","n/e","147","","3716","13905","n/e","n/e","0","45","0","23","n/e","886"
"Norway (NO)","16.09.2024 19:00 - 16.09.2024 20:00 (CET/CEST)","0","n/e","n/e","n/e","185","n/e","n/e","n/e","n/e","n/e","168","","3695","14467","n/e","n/e","0","42","0","24","n/e","880"
"Norway (NO)","16.09.2024 20:00 - 16.09.2024 21:00 (CET/CEST)","0","n/e","n/e","n/e","183","n/e","n/e","n/e","n/e","n/e","214","","3647","14106","n/e","n/e","0","39","0","17","n/e","1033"
